,Stats,,,,,,
B-SOiD labels,Percent of time,Mean duration (frames),10th %tile (frames),25th %tile (frames),50th %tile (frames),75th %tile (frames),90th %tile (frames)
0,0.06039410854798574,1.618018018018018,1.0,1.0,1.0,2.0,3.0
1,0.12677382473602797,2.2072599531615924,1.0,1.0,1.0,3.0,4.0
2,0.14520142578519066,2.7055137844611528,1.0,1.0,2.0,3.0,6.0
3,0.0008070482211312126,1.2,1.0,1.0,1.0,1.0,2.0
4,0.0,,0.0,0.0,0.0,0.0,0.0
5,0.08642141367946735,2.1204620462046204,1.0,1.0,1.0,2.0,4.0
6,0.010289864819422961,1.1007194244604317,1.0,1.0,1.0,1.0,1.0
7,0.051583832133970005,1.9467005076142132,1.0,1.0,1.0,2.0,4.0
8,0.025422018965633196,1.2857142857142858,1.0,1.0,1.0,1.0,2.0
9,0.19712152801129867,4.1633522727272725,1.0,1.0,2.0,4.0,7.0
10,0.07673683502589279,1.8797364085667216,1.0,1.0,1.0,2.0,3.0
11,0.20976528347568768,4.040155440414508,1.0,1.0,2.0,5.0,10.0
12,0.0016813504606900261,1.0,1.0,1.0,1.0,1.0,1.0
13,0.002421144663393638,1.565217391304348,1.0,1.0,1.0,2.0,2.8000000000000007
