,Stats,,,,,,
B-SOiD labels,Percent of time,Mean duration (frames),10th %tile (frames),25th %tile (frames),50th %tile (frames),75th %tile (frames),90th %tile (frames)
0,0.059418925280785524,2.1522533495736904,1.0,1.0,1.0,3.0,4.0
1,0.1280852780953662,3.4315315315315313,1.0,1.0,2.0,4.0,7.0
2,0.1460421010155357,4.391304347826087,1.0,2.0,3.0,6.0,10.0
3,0.0010424372856278163,1.4090909090909092,1.0,1.0,1.0,1.0,2.900000000000002
4,0.0,,0.0,0.0,0.0,0.0,0.0
5,0.08551348443069473,3.223067173637516,1.0,1.0,2.0,4.0,7.0
6,0.00965095164436075,1.2699115044247788,1.0,1.0,1.0,1.0,2.0
7,0.051247562041832,3.0663983903420524,1.0,1.0,2.0,4.0,6.0
8,0.025791916066985002,1.8261904761904761,1.0,1.0,1.0,2.0,3.0
9,0.19749142511265047,7.075903614457832,1.0,2.0,3.0,7.0,13.0
10,0.0766023269890376,2.883544303797468,1.0,1.0,2.0,3.0,6.0
11,0.21020243459546709,6.953281423804227,1.0,2.0,3.0,9.0,18.0
12,0.0014459613961934226,1.131578947368421,1.0,1.0,1.0,1.0,1.3000000000000043
13,0.002387517654179837,1.9189189189189189,1.0,1.0,1.0,3.0,4.0
