,Stats,,,,,,
B-SOiD labels,Percent of time,Mean duration (frames),10th %tile (frames),25th %tile (frames),50th %tile (frames),75th %tile (frames),90th %tile (frames)
0,0.03274591477090676,1.6590909090909092,1.0,1.0,1.0,2.0,3.0
1,0.1807113104774111,2.3637887678122382,1.0,1.0,1.0,3.0,5.0
2,0.07747516821531561,2.572340425531915,1.0,1.0,2.0,3.0,5.0
3,0.004742069849407241,1.8974358974358974,1.0,1.0,1.0,2.0,3.0
4,0.0,,0.0,0.0,0.0,0.0,0.0
5,0.2657481576417815,4.0978260869565215,1.0,1.0,2.0,5.0,9.0
6,0.013200897148349888,1.4927536231884058,1.0,1.0,1.0,2.0,2.0
7,0.06465876321691766,1.986220472440945,1.0,1.0,1.0,2.0,4.0
8,0.02992630567125921,1.4108761329305135,1.0,1.0,1.0,2.0,2.0
9,0.07113104774110862,3.008130081300813,1.0,1.0,2.0,3.0,6.0
10,0.12720281960909965,3.248772504091653,1.0,1.0,2.0,4.0,7.0
11,0.12835629605895546,2.8211267605633803,1.0,1.0,2.0,3.0,7.0
12,0.00256328099967959,1.1428571428571428,1.0,1.0,1.0,1.0,2.0
13,0.0009612303748798462,1.875,1.0,1.0,2.0,2.25,3.0
