,Stats,,,,,,
B-SOiD labels,Percent of time,Mean duration (frames),10th %tile (frames),25th %tile (frames),50th %tile (frames),75th %tile (frames),90th %tile (frames)
0,0.03236142262095482,2.249443207126949,1.0,1.0,1.0,2.0,4.0
1,0.18183274591477092,3.4751990202082057,1.0,1.0,2.0,4.0,7.0
2,0.0775392502403076,4.101694915254237,1.0,1.0,3.0,5.0,8.0
3,0.004902274911887216,2.8333333333333335,1.0,1.0,2.0,4.0,6.0
4,0.0,,0.0,0.0,0.0,0.0,0.0
5,0.2654597885293175,6.741253051261188,1.0,2.0,3.0,7.0,14.0
6,0.012784363985901954,2.1,1.0,1.0,1.0,2.0,4.0
7,0.06481896827939763,2.9489795918367347,1.0,1.0,2.0,3.0,6.0
8,0.02899711630887536,1.9977924944812362,1.0,1.0,1.0,2.0,4.0
9,0.07154758090355655,4.833333333333333,1.0,1.0,2.0,5.0,9.0
10,0.1273950656840756,5.252311756935271,1.0,1.0,3.0,6.0,11.0
11,0.12832425504645947,4.577142857142857,1.0,1.0,2.0,5.0,12.0
12,0.002531239987183595,1.3620689655172413,1.0,1.0,1.0,2.0,2.0
13,0.001025312399871836,2.2857142857142856,1.0,1.0,1.5,3.75,4.700000000000001
