,B-SOiD labels,Start time (frames),Run lengths
0,6,0,1
1,3,1,2
2,12,3,2
3,7,5,1
4,10,6,3
5,5,9,3
6,7,12,3
7,10,15,1
8,1,16,1
9,7,17,2
10,10,19,1
11,7,20,6
12,2,26,4
13,11,30,6
14,1,36,2
15,6,38,1
16,1,39,3
17,2,42,1
18,7,43,1
19,2,44,4
20,9,48,2
21,2,50,9
22,12,59,1
23,11,60,5
24,5,65,5
25,11,70,2
26,2,72,5
27,10,77,1
28,1,78,6
29,9,84,3
30,10,87,5
31,9,92,10
32,2,102,1
33,9,103,4
34,5,107,19
35,11,126,1
36,8,127,1
37,5,128,1
38,1,129,1
39,7,130,1
40,1,131,1
41,5,132,1
42,11,133,1
43,5,134,4
44,11,138,1
45,5,139,1
46,11,140,3
47,5,143,1
48,11,144,3
49,8,147,1
50,11,148,3
51,8,151,1
52,5,152,1
53,11,153,1
54,5,154,8
55,1,162,2
56,9,164,1
57,1,165,2
58,5,167,1
59,8,168,5
60,5,173,3
61,1,176,1
62,5,177,3
63,10,180,4
64,2,184,1
65,7,185,1
66,2,186,5
67,7,191,2
68,10,193,2
69,1,195,2
70,5,197,1
71,8,198,2
72,5,200,14
73,1,214,1
74,10,215,5
75,1,220,1
76,10,221,5
77,7,226,1
78,2,227,1
79,9,228,1
80,2,229,2
81,11,231,1
82,1,232,3
83,7,235,1
84,2,236,1
85,0,237,2
86,2,239,5
87,7,244,1
88,2,245,12
89,10,257,4
90,2,261,1
91,12,262,1
92,6,263,1
93,2,264,1
94,3,265,1
95,6,266,2
96,11,268,1
97,12,269,1
98,3,270,1
99,7,271,15
100,3,286,1
101,9,287,1
102,5,288,4
103,1,292,1
104,5,293,8
105,1,301,3
106,10,304,3
107,1,307,5
108,11,312,1
109,7,313,3
110,1,316,1
111,2,317,1
112,7,318,1
113,2,319,2
114,10,321,3
115,7,324,4
116,2,328,2
117,7,330,1
118,10,331,5
119,7,336,4
120,10,340,2
121,7,342,8
122,2,350,5
123,9,355,1
124,2,356,8
125,9,364,2
126,2,366,1
127,7,367,1
128,2,368,2
129,9,370,2
130,7,372,1
131,10,373,2
132,2,375,1
133,9,376,3
134,7,379,1
135,10,380,3
136,7,383,2
137,2,385,3
138,10,388,4
139,11,392,1
140,6,393,1
141,2,394,2
142,0,396,1
143,2,397,2
144,7,399,3
145,2,402,2
146,7,404,1
147,10,405,1
148,7,406,1
149,10,407,2
150,7,409,4
151,10,413,3
152,5,416,15
153,7,431,1
154,2,432,1
155,1,433,6
156,10,439,1
157,2,440,1
158,10,441,3
159,5,444,1
160,10,445,2
161,0,447,1
162,5,448,2
163,11,450,1
164,1,451,1
165,5,452,1
166,1,453,1
167,11,454,1
168,7,455,1
169,2,456,7
170,10,463,23
171,9,486,2
172,7,488,1
173,1,489,16
174,5,505,1
175,1,506,6
176,10,512,1
177,7,513,2
178,0,515,1
179,5,516,7
180,1,523,1
181,5,524,3
182,1,527,1
183,7,528,1
184,2,529,3
185,10,532,5
186,3,537,5
187,10,542,1
188,2,543,2
189,10,545,2
190,9,547,2
191,1,549,2
192,2,551,2
193,1,553,1
194,7,554,2
195,10,556,6
196,1,562,1
197,5,563,14
198,1,577,1
199,5,578,2
200,8,580,1
201,11,581,1
202,5,582,1
203,8,583,1
204,5,584,5
205,1,589,1
206,11,590,1
207,1,591,1
208,5,592,4
209,11,596,1
210,5,597,4
211,1,601,4
212,10,605,13
213,7,618,2
214,1,620,2
215,9,622,1
216,2,623,3
217,9,626,3
218,5,629,1
219,1,630,1
220,5,631,2
221,1,633,1
222,9,634,2
223,2,636,1
224,9,637,4
225,0,641,1
226,8,642,2
227,11,644,12
228,5,656,2
229,11,658,2
230,0,660,1
231,11,661,2
232,1,663,1
233,11,664,1
234,1,665,1
235,5,666,1
236,11,667,2
237,5,669,1
238,11,670,1
239,5,671,5
240,1,676,1
241,5,677,6
242,1,683,2
243,8,685,1
244,1,686,6
245,10,692,2
246,1,694,5
247,10,699,2
248,1,701,1
249,10,702,2
250,1,704,1
251,10,705,1
252,1,706,1
253,11,707,2
254,9,709,2
255,11,711,1
256,5,712,3
257,8,715,1
258,9,716,1
259,5,717,1
260,7,718,1
261,3,719,2
262,9,721,2
263,5,723,2
264,0,725,1
265,8,726,1
266,11,727,2
267,8,729,1
268,5,730,1
269,11,731,1
270,1,732,2
271,9,734,2
272,2,736,2
273,1,738,2
274,9,740,2
275,0,742,1
276,2,743,2
277,6,745,1
278,1,746,8
279,0,754,1
280,1,755,2
281,6,757,1
282,11,758,1
283,0,759,2
284,6,761,1
285,0,762,1
286,5,763,6
287,1,769,1
288,5,770,9
289,11,779,1
290,5,780,6
291,0,786,2
292,10,788,1
293,12,789,2
294,7,791,1
295,1,792,1
296,7,793,7
297,9,800,2
298,5,802,6
299,8,808,1
300,11,809,1
301,8,810,2
302,11,812,5
303,5,817,1
304,11,818,1
305,1,819,1
306,10,820,4
307,1,824,2
308,10,826,3
309,2,829,2
310,11,831,4
311,5,835,10
312,7,845,1
313,10,846,1
314,1,847,1
315,10,848,2
316,1,850,2
317,10,852,1
318,1,853,2
319,5,855,3
320,11,858,1
321,1,859,1
322,5,860,3
323,1,863,2
324,5,865,1
325,8,866,1
326,5,867,1
327,1,868,3
328,7,871,1
329,10,872,1
330,2,873,2
331,7,875,1
332,10,876,2
333,7,878,1
334,10,879,2
335,1,881,1
336,8,882,1
337,9,883,1
338,7,884,2
339,2,886,1
340,1,887,9
341,7,896,1
342,10,897,5
343,1,902,4
344,7,906,2
345,0,908,1
346,2,909,3
347,7,912,5
348,2,917,1
349,10,918,9
350,11,927,1
351,6,928,1
352,0,929,1
353,6,930,1
354,7,931,1
355,10,932,1
356,1,933,1
357,11,934,13
358,8,947,1
359,5,948,1
360,8,949,1
361,5,950,1
362,1,951,1
363,10,952,2
364,7,954,1
365,10,955,3
366,1,958,1
367,5,959,17
368,1,976,1
369,6,977,1
370,2,978,2
371,12,980,1
372,6,981,1
373,11,982,2
374,6,984,2
375,11,986,2
376,5,988,1
377,8,989,1
378,5,990,1
379,11,991,12
380,1,1003,3
381,7,1006,6
382,9,1012,3
383,1,1015,2
384,5,1017,4
385,8,1021,1
386,5,1022,7
387,1,1029,1
388,6,1030,3
389,1,1033,12
390,9,1045,1
391,1,1046,1
392,9,1047,4
393,1,1051,2
394,2,1053,5
395,1,1058,30
396,9,1088,1
397,2,1089,3
398,7,1092,1
399,2,1093,5
400,7,1098,3
401,10,1101,1
402,2,1102,9
403,10,1111,11
404,2,1122,1
405,1,1123,1
406,2,1124,6
407,9,1130,2
408,2,1132,1
409,10,1133,8
410,5,1141,16
411,10,1157,2
412,5,1159,6
413,10,1165,9
414,9,1174,1
415,5,1175,3
416,0,1178,4
417,2,1182,1
418,10,1183,1
419,2,1184,5
420,10,1189,1
421,2,1190,3
422,10,1193,1
423,9,1194,3
