,B-SOiD labels,Start time (frames),Run lengths
0,6,0,2
1,3,2,4
2,12,6,3
3,7,9,2
4,10,11,6
5,5,17,6
6,1,23,1
7,7,24,6
8,10,30,2
9,1,32,1
10,9,33,1
11,7,34,4
12,10,38,1
13,7,39,12
14,2,51,8
15,11,59,12
16,1,71,5
17,6,76,1
18,7,77,1
19,1,78,6
20,2,84,2
21,7,86,2
22,2,88,8
23,9,96,4
24,2,100,3
25,7,103,1
26,2,104,13
27,12,117,2
28,11,119,11
29,5,130,9
30,0,139,1
31,11,140,3
32,12,143,1
33,2,144,5
34,0,149,1
35,2,150,4
36,10,154,2
37,1,156,11
38,9,167,7
39,10,174,9
40,2,183,1
41,9,184,19
42,2,203,3
43,9,206,8
44,5,214,37
45,8,251,1
46,11,252,1
47,8,253,2
48,11,255,1
49,5,256,2
50,1,258,2
51,7,260,2
52,1,262,2
53,5,264,2
54,11,266,1
55,5,267,8
56,11,275,2
57,5,277,3
58,11,280,5
59,8,285,1
60,5,286,1
61,8,287,1
62,11,288,5
63,8,293,2
64,11,295,6
65,8,301,2
66,11,303,1
67,5,304,1
68,1,305,1
69,11,306,1
70,5,307,16
71,1,323,2
72,0,325,1
73,1,326,1
74,0,327,1
75,9,328,1
76,0,329,1
77,1,330,4
78,5,334,2
79,8,336,9
80,5,345,7
81,1,352,1
82,11,353,1
83,5,354,6
84,10,360,7
85,7,367,1
86,2,368,2
87,7,370,2
88,2,372,10
89,7,382,3
90,10,385,5
91,1,390,1
92,5,391,1
93,1,392,2
94,5,394,2
95,8,396,4
96,5,400,28
97,1,428,1
98,10,429,11
99,1,440,1
100,10,441,11
101,7,452,1
102,2,453,3
103,9,456,2
104,2,458,1
105,7,459,1
106,2,460,2
107,11,462,2
108,1,464,1
109,5,465,1
110,1,466,1
111,8,467,1
112,1,468,2
113,7,470,2
114,2,472,2
115,0,474,4
116,2,478,9
117,7,487,3
118,2,490,23
119,13,513,1
120,10,514,7
121,7,521,1
122,2,522,2
123,12,524,1
124,6,525,2
125,2,527,3
126,3,530,2
127,6,532,3
128,11,535,3
129,12,538,1
130,3,539,3
131,7,542,30
132,3,572,1
133,9,573,3
134,5,576,8
135,1,584,1
136,5,585,4
137,8,589,1
138,5,590,12
139,1,602,5
140,10,607,6
141,1,613,10
142,5,623,1
143,11,624,2
144,7,626,3
145,10,629,1
146,7,630,1
147,1,631,2
148,7,633,1
149,2,634,1
150,7,635,2
151,2,637,2
152,9,639,1
153,2,640,2
154,10,642,5
155,7,647,4
156,2,651,1
157,7,652,4
158,2,656,3
159,10,659,1
160,7,660,1
161,10,661,10
162,7,671,8
163,10,679,4
164,7,683,16
165,2,699,6
166,7,705,1
167,2,706,3
168,6,709,1
169,9,710,2
170,2,712,16
171,9,728,4
172,2,732,1
173,7,733,2
174,2,735,4
175,9,739,4
176,2,743,1
177,7,744,1
178,10,745,4
179,7,749,1
180,2,750,1
181,13,751,1
182,9,752,6
183,7,758,1
184,1,759,1
185,10,760,6
186,7,766,1
187,2,767,1
188,7,768,1
189,2,769,2
190,10,771,1
191,2,772,4
192,10,776,8
193,11,784,2
194,6,786,1
195,0,787,1
196,2,788,3
197,0,791,2
198,11,793,1
199,2,794,4
200,7,798,6
201,2,804,4
202,7,808,1
203,10,809,2
204,7,811,2
205,10,813,4
206,7,817,9
207,10,826,6
208,5,832,17
209,11,849,1
210,5,850,11
211,6,861,1
212,7,862,2
213,2,864,2
214,1,866,5
215,2,871,1
216,1,872,5
217,2,877,1
218,10,878,1
219,2,879,2
220,10,881,6
221,5,887,3
222,10,890,3
223,0,893,3
224,5,896,4
225,11,900,2
226,1,902,1
227,5,903,2
228,1,905,3
229,11,908,1
230,1,909,1
231,7,910,2
232,2,912,3
233,10,915,1
234,2,916,10
235,10,926,45
236,9,971,5
237,7,976,2
238,1,978,32
239,5,1010,2
240,1,1012,11
241,10,1023,2
242,7,1025,4
243,1,1029,1
244,0,1030,1
245,9,1031,1
246,5,1032,13
247,1,1045,3
248,5,1048,6
249,1,1054,1
250,11,1055,1
251,7,1056,2
252,2,1058,6
253,10,1064,9
254,3,1073,10
255,10,1083,2
256,2,1085,4
257,10,1089,4
258,9,1093,4
259,1,1097,4
260,2,1101,5
261,1,1106,1
262,7,1107,5
263,10,1112,12
264,1,1124,1
265,5,1125,28
266,1,1153,3
267,5,1156,3
268,8,1159,2
269,11,1161,2
270,8,1163,1
271,5,1164,2
272,8,1166,1
273,5,1167,10
274,1,1177,2
275,11,1179,2
276,7,1181,1
277,1,1182,1
278,5,1183,8
279,11,1191,2
280,5,1193,9
281,1,1202,8
282,10,1210,26
283,7,1236,3
284,10,1239,1
285,1,1240,3
286,9,1243,2
287,0,1245,1
288,2,1246,5
