,Stats,,,,,,
B-SOiD labels,Percent of time,Mean duration (frames),10th %tile (frames),25th %tile (frames),50th %tile (frames),75th %tile (frames),90th %tile (frames)
0,0.0276875169239101,1.3498349834983498,1.0,1.0,1.0,1.0,2.0
1,0.18819388031410778,2.4689165186500888,1.0,1.0,1.0,3.0,5.0
2,0.12489845653939886,2.7052785923753664,1.0,1.0,2.0,3.0,5.0
3,0.002504738694828053,1.85,1.0,1.0,1.0,2.0,3.0
4,0.0,,0.0,0.0,0.0,0.0,0.0
5,0.10858380720281614,2.6338259441707716,1.0,1.0,2.0,3.0,6.0
6,0.009612780936907664,1.5268817204301075,1.0,1.0,1.0,1.0,3.0
7,0.08780124559978338,2.0234009360374414,1.0,1.0,1.0,2.0,4.0
8,0.028161386406715408,1.439446366782007,1.0,1.0,1.0,2.0,2.0
9,0.1630787977254265,3.644478063540091,1.0,1.0,2.0,4.0,8.0
10,0.12422150013539128,2.8101071975497702,1.0,1.0,2.0,3.0,5.0
11,0.13011102085025725,3.52014652014652,1.0,1.0,2.0,4.0,9.0
12,0.0025724343352288115,1.2258064516129032,1.0,1.0,1.0,1.0,2.0
13,0.0011508258868128892,1.0,1.0,1.0,1.0,1.0,1.0
