,Stats,,,,,,
B-SOiD labels,Percent of time,Mean duration (frames),10th %tile (frames),25th %tile (frames),50th %tile (frames),75th %tile (frames),90th %tile (frames)
0,0.027924451665312752,1.8792710706150342,1.0,1.0,1.0,2.0,3.0
1,0.18856620633631194,3.771834800270819,1.0,1.0,2.0,4.0,8.0
2,0.12557541294340643,4.475271411338962,1.0,1.0,3.0,6.0,10.0
3,0.0023693474140265365,2.6923076923076925,1.0,1.0,1.0,3.0,4.0
4,0.0,,0.0,0.0,0.0,0.0,0.0
5,0.10827917682101272,4.265333333333333,1.0,1.0,3.0,5.0,10.0
6,0.009883563498510696,1.8598726114649682,1.0,1.0,1.0,2.0,3.0
7,0.08637963715136746,3.1584158415841586,1.0,1.0,2.0,3.0,6.0
8,0.027958299485513132,2.039506172839506,1.0,1.0,1.0,3.0,4.0
9,0.16422962361223936,6.027329192546584,1.0,2.0,3.0,7.0,13.0
10,0.12428919577579203,4.5785536159601,1.0,1.0,3.0,5.0,9.0
11,0.1300094773896561,5.846270928462709,1.0,2.0,3.0,7.0,15.0
12,0.0023354995938261575,1.4375,1.0,1.0,1.0,2.0,2.0
13,0.0009477389656106146,1.1666666666666667,1.0,1.0,1.0,1.0,2.0
