,B-SOiD labels,Start time (frames),Run lengths
0,10,0,1
1,9,1,3
2,2,4,1
3,9,5,1
4,2,6,2
5,9,8,1
6,1,9,1
7,9,10,12
8,14,22,4
9,9,26,2
10,5,28,1
11,10,29,1
12,5,30,1
13,10,31,1
14,7,32,1
15,10,33,3
16,2,36,3
17,10,39,5
18,2,44,5
19,0,49,2
20,8,51,1
21,9,52,1
22,1,53,1
23,9,54,1
24,1,55,1
25,10,56,2
26,1,58,1
27,10,59,2
28,5,61,2
29,1,63,3
30,5,66,2
31,1,68,1
32,5,69,1
33,1,70,3
34,5,73,3
35,10,76,2
36,5,78,1
37,1,79,1
38,5,80,1
39,10,81,5
40,7,86,2
41,2,88,1
42,11,89,3
43,1,92,1
44,11,93,9
45,7,102,3
46,1,105,1
47,11,106,5
48,8,111,1
49,11,112,1
50,8,113,1
51,6,114,2
52,11,116,1
53,7,117,3
54,2,120,1
55,0,121,1
56,5,122,1
57,2,123,2
58,7,125,1
59,2,126,6
60,11,132,2
61,1,134,11
62,5,145,2
63,1,147,1
64,5,148,1
65,11,149,1
66,2,150,12
67,11,162,3
68,10,165,1
69,7,166,1
70,10,167,1
71,7,168,2
72,2,170,4
73,7,174,3
74,11,177,3
75,8,180,1
76,1,181,5
77,3,186,2
78,6,188,1
79,0,189,1
80,1,190,5
81,11,195,1
82,7,196,7
83,10,203,2
84,11,205,1
85,1,206,6
86,11,212,1
87,2,213,2
88,9,215,2
89,1,217,8
90,9,225,9
91,2,234,27
92,9,261,1
93,2,262,1
94,9,263,6
95,1,269,9
96,9,278,15
97,2,293,5
98,9,298,5
99,8,303,1
100,11,304,1
101,8,305,1
102,11,306,1
103,1,307,1
104,8,308,1
105,11,309,9
106,8,318,1
107,11,319,6
108,1,325,1
109,7,326,3
110,2,329,6
111,10,335,1
112,1,336,6
113,5,342,1
114,11,343,1
115,1,344,3
116,7,347,1
117,1,348,10
118,9,358,1
119,1,359,2
120,10,361,2
121,1,363,1
122,2,364,1
123,9,365,3
124,7,368,1
125,10,369,1
126,1,370,1
127,5,371,1
128,8,372,1
129,9,373,5
130,2,378,1
131,7,379,1
132,10,380,1
133,1,381,2
134,11,383,3
135,5,386,3
136,1,389,4
137,8,393,1
138,11,394,13
139,2,407,1
140,1,408,3
141,5,411,3
142,9,414,3
143,13,417,1
144,9,418,3
145,2,421,1
146,9,422,1
147,1,423,1
148,10,424,1
149,1,425,1
150,0,426,1
151,9,427,3
152,1,430,1
153,10,431,2
154,1,433,1
155,10,434,3
156,1,437,2
157,10,439,1
158,1,440,2
159,9,442,4
160,2,446,1
161,9,447,1
162,2,448,4
163,9,452,27
164,2,479,8
165,10,487,13
166,2,500,3
167,9,503,8
168,1,511,1
169,5,512,4
170,9,516,4
171,0,520,1
172,8,521,4
173,5,525,2
174,9,527,2
175,5,529,1
176,10,530,1
177,1,531,16
178,0,547,1
179,2,548,5
180,7,553,4
181,1,557,4
182,11,561,1
183,5,562,5
184,9,567,4
185,2,571,1
186,0,572,1
187,9,573,5
188,2,578,3
189,9,581,5
190,0,586,1
191,9,587,2
192,1,589,2
193,9,591,1
194,1,592,3
195,0,595,1
196,1,596,2
197,0,598,5
198,1,603,8
199,0,611,1
200,9,612,2
201,2,614,1
202,9,615,1
203,1,616,1
204,9,617,1
205,8,618,1
206,1,619,1
207,9,620,2
208,1,622,3
209,10,625,2
210,7,627,1
211,2,628,1
212,9,629,2
213,2,631,4
214,9,635,4
215,2,639,2
216,9,641,4
217,2,645,2
218,9,647,18
219,2,665,5
220,7,670,1
221,1,671,1
222,10,672,1
223,7,673,4
224,10,677,7
225,5,684,1
226,1,685,2
227,9,687,14
228,1,701,1
229,9,702,2
230,2,704,6
231,9,710,1
232,1,711,2
233,9,713,11
234,2,724,2
235,7,726,1
236,9,727,1
237,7,728,1
238,2,729,4
239,9,733,15
240,2,748,2
241,10,750,3
242,9,753,9
243,10,762,1
244,9,763,1
245,5,764,1
246,0,765,1
247,2,766,3
248,10,769,1
249,2,770,2
250,6,772,12
