,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,0.2591687041564792,0.18337408312958436,0.09290953545232274,0.014669926650366748,0.0,0.034229828850855744,0.02444987775061125,0.061124694376528114,0.07823960880195599,0.1491442542787286,0.039119804400977995,0.061124694376528114,0.0024449877750611247,0.0,0.0
1,0.024820143884892086,0.5949640287769784,0.023741007194244605,0.00035971223021582735,0.0,0.09496402877697842,0.0057553956834532375,0.05251798561151079,0.015827338129496403,0.05503597122302158,0.0841726618705036,0.04748201438848921,0.00035971223021582735,0.0,0.0
2,0.02005420054200542,0.032520325203252036,0.6303523035230353,0.0032520325203252032,0.0,0.0016260162601626016,0.01084010840108401,0.0915989159891599,0.0,0.1073170731707317,0.053116531165311655,0.03577235772357724,0.00975609756097561,0.003794037940379404,0.0
3,0.08108108108108109,0.0,0.08108108108108109,0.4594594594594595,0.0,0.08108108108108109,0.05405405405405406,0.02702702702702703,0.0,0.02702702702702703,0.05405405405405406,0.10810810810810811,0.02702702702702703,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.015595757953836557,0.16281971303805365,0.0037429819089207735,0.0,0.0,0.620711166562695,0.0018714909544603868,0.004990642545227698,0.046787273861509666,0.048658764815970056,0.029320024953212728,0.06550218340611354,0.0,0.0,0.0
6,0.13380281690140844,0.07746478873239436,0.14788732394366197,0.0,0.0,0.0,0.34507042253521125,0.028169014084507043,0.04225352112676056,0.056338028169014086,0.014084507042253521,0.14084507042253522,0.014084507042253521,0.0,0.0
7,0.013107170393215111,0.09483423284502698,0.17656129529683887,0.0007710100231303007,0.0,0.002313030069390902,0.0038550501156515036,0.5057825751734772,0.002313030069390902,0.04240555127216654,0.1341557440246723,0.02235929067077872,0.0015420200462606013,0.0,0.0
8,0.0673076923076923,0.1466346153846154,0.009615384615384616,0.0,0.0,0.18028846153846154,0.021634615384615384,0.014423076923076924,0.30528846153846156,0.04326923076923077,0.009615384615384616,0.20192307692307693,0.0,0.0,0.0
9,0.0228310502283105,0.057285180572851806,0.0713989207139892,0.0,0.0,0.044001660440016604,0.0020755500207555004,0.017019510170195103,0.0136986301369863,0.7256122872561229,0.021585720215857203,0.016604400166044003,0.0,0.0024906600249066002,0.005396430053964301
10,0.0038147138964577656,0.09809264305177112,0.055040871934604906,0.0016348773841961854,0.0,0.023433242506811988,0.0005449591280653951,0.11771117166212534,0.0005449591280653951,0.035422343324250684,0.644141689373297,0.01580381471389646,0.0010899182561307902,0.0016348773841961854,0.0010899182561307902
11,0.02133194588969823,0.11238293444328824,0.014568158168574402,0.001040582726326743,0.0,0.049427679500520294,0.010926118626430802,0.011966701352757543,0.049427679500520294,0.004682622268470343,0.006243496357960458,0.7159209157127991,0.002081165452653486,0.0,0.0
12,0.05263157894736842,0.02631578947368421,0.2894736842105263,0.02631578947368421,0.0,0.0,0.02631578947368421,0.05263157894736842,0.0,0.0,0.02631578947368421,0.3157894736842105,0.18421052631578946,0.0,0.0
13,0.0,0.0,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.5294117647058824,0.35294117647058826,0.0,0.0,0.0,0.0
14,0.0,0.0,0.047619047619047616,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.2857142857142857,0.19047619047619047,0.0,0.0,0.047619047619047616,0.2857142857142857
