,B-SOiD labels,Start time (frames),Run lengths
0,9,0,2
1,8,2,2
2,11,4,12
3,1,16,1
4,11,17,3
5,8,20,1
6,11,21,8
7,5,29,1
8,0,30,1
9,11,31,2
10,5,33,2
11,8,35,1
12,9,36,1
13,5,37,1
14,9,38,2
15,0,40,2
16,11,42,1
17,1,43,1
18,0,44,4
19,7,48,1
20,11,49,1
21,2,50,3
22,11,53,3
23,5,56,3
24,11,59,1
25,10,60,3
26,11,63,2
27,0,65,1
28,1,66,2
29,2,68,1
30,1,69,1
31,11,70,4
32,1,74,2
33,7,76,1
34,2,77,5
35,11,82,5
36,0,87,1
37,9,88,5
38,11,93,14
39,2,107,3
40,10,110,1
41,2,111,3
42,7,114,3
43,10,117,2
44,7,119,1
45,2,120,1
46,10,121,1
47,11,122,6
48,8,128,1
49,5,129,1
50,11,130,1
51,2,131,1
52,7,132,1
53,11,133,13
54,8,146,1
55,11,147,1
56,5,148,2
57,11,150,9
58,1,159,1
59,11,160,19
60,5,179,1
61,11,180,1
62,6,181,1
63,11,182,3
64,5,185,1
65,11,186,3
66,5,189,11
67,11,200,23
68,0,223,1
69,2,224,2
70,11,226,2
71,5,228,1
72,1,229,2
73,11,231,1
74,5,232,2
75,11,234,1
76,5,235,1
77,1,236,2
78,5,238,1
79,11,239,2
80,5,241,1
81,11,242,1
82,6,243,1
83,5,244,1
84,0,245,1
85,11,246,24
86,5,270,1
87,1,271,2
88,5,273,7
89,1,280,1
90,11,281,3
91,2,284,1
92,11,285,13
93,8,298,1
94,0,299,1
95,1,300,3
96,0,303,1
97,7,304,3
98,11,307,1
99,6,308,1
100,11,309,8
101,0,317,1
102,1,318,1
103,11,319,1
104,0,320,2
105,1,322,2
106,11,324,1
107,2,325,2
108,11,327,3
109,5,330,10
110,0,340,1
111,9,341,1
112,5,342,1
113,1,343,4
114,9,347,1
115,6,348,1
116,10,349,2
117,11,351,1
118,2,352,1
119,10,353,1
120,2,354,1
121,11,355,17
122,1,372,3
123,0,375,4
124,7,379,1
125,2,380,1
126,7,381,1
127,11,382,1
128,2,383,3
129,11,386,2
130,1,388,3
131,11,391,2
132,5,393,9
133,1,402,1
134,5,403,4
135,11,407,19
136,8,426,1
137,0,427,3
138,9,430,3
139,7,433,4
140,9,437,6
141,11,443,10
142,0,453,2
143,9,455,2
144,0,457,1
145,8,458,2
146,0,460,1
147,8,461,1
148,5,462,2
149,9,464,1
150,5,465,2
151,8,467,1
152,11,468,1
153,8,469,2
154,11,471,1
155,5,472,1
156,1,473,2
157,9,475,2
158,11,477,12
159,6,489,2
160,0,491,1
161,2,492,2
162,0,494,1
163,2,495,2
164,10,497,1
165,9,498,4
166,8,502,1
167,5,503,2
168,8,505,2
169,5,507,1
170,8,508,2
171,5,510,1
172,11,511,1
173,5,512,1
174,1,513,1
175,9,514,4
176,11,518,12
177,0,530,1
178,5,531,3
179,9,534,1
180,2,535,1
181,0,536,1
182,2,537,1
183,10,538,2
184,14,540,2
185,2,542,3
186,5,545,1
187,10,546,2
188,5,548,1
189,9,549,2
190,8,551,2
191,1,553,1
192,8,554,1
193,9,555,1
194,1,556,1
195,8,557,1
196,5,558,3
197,1,561,2
198,5,563,4
199,1,567,1
200,10,568,1
201,7,569,1
202,2,570,5
203,10,575,1
204,11,576,1
205,2,577,3
206,7,580,2
207,2,582,1
208,1,583,1
209,9,584,4
210,0,588,1
211,10,589,4
212,2,593,3
213,9,596,7
214,2,603,2
215,10,605,1
216,11,606,23
217,8,629,1
218,1,630,1
219,8,631,1
220,1,632,4
221,11,636,1
222,2,637,2
223,11,639,2
224,5,641,2
225,11,643,1
226,8,644,1
227,5,645,2
228,11,647,1
229,5,648,1
230,8,649,1
231,9,650,2
232,6,652,1
233,9,653,3
234,5,656,1
235,1,657,1
236,9,658,1
237,1,659,1
238,10,660,2
239,1,662,1
240,11,663,1
241,9,664,2
242,8,666,2
243,9,668,5
244,5,673,1
245,1,674,3
246,9,677,6
247,11,683,10
248,8,693,1
249,11,694,3
250,0,697,1
251,10,698,2
252,9,700,2
253,6,702,1
254,9,703,4
255,5,707,1
256,9,708,1
257,11,709,10
258,9,719,2
259,8,721,2
260,11,723,1
261,8,724,4
262,5,728,1
263,0,729,1
264,5,730,3
265,11,733,1
266,5,734,3
267,9,737,2
268,8,739,1
269,11,740,4
270,1,744,1
271,5,745,4
272,11,749,11
273,0,760,1
274,6,761,1
275,9,762,1
276,2,763,2
277,9,765,1
278,2,766,1
279,9,767,7
280,10,774,2
281,2,776,4
282,6,780,1
283,11,781,10
284,8,791,2
285,0,793,2
286,6,795,1
287,7,796,6
288,2,802,3
289,11,805,5
290,9,810,3
291,5,813,2
292,9,815,1
293,8,816,1
294,9,817,1
295,8,818,1
296,0,819,1
297,6,820,3
298,2,823,3
299,1,826,1
300,0,827,1
301,1,828,1
302,2,829,1
303,7,830,1
304,10,831,2
305,7,833,2
306,9,835,5
307,11,840,1
308,9,841,1
309,11,842,10
310,8,852,1
311,11,853,2
312,8,855,1
313,9,856,1
314,0,857,1
315,8,858,1
316,5,859,5
317,1,864,1
318,9,865,3
319,11,868,5
320,1,873,2
321,9,875,1
322,5,876,1
323,11,877,7
324,8,884,1
325,11,885,2
326,8,887,1
327,1,888,1
328,9,889,3
329,8,892,1
330,5,893,1
331,11,894,1
332,5,895,1
333,8,896,3
334,11,899,2
335,5,901,2
336,11,903,1
337,5,904,1
338,9,905,1
339,11,906,1
340,10,907,3
341,9,910,4
342,11,914,11
343,6,925,1
344,5,926,1
345,10,927,1
346,7,928,1
347,10,929,4
348,3,933,1
349,0,934,1
350,2,935,3
351,9,938,4
352,2,942,7
353,9,949,2
354,2,951,2
355,10,953,2
356,11,955,10
357,10,965,1
358,2,966,1
359,11,967,3
360,8,970,1
361,11,971,5
362,5,976,1
363,8,977,1
364,1,978,2
365,0,980,1
366,11,981,2
367,0,983,1
368,11,984,2
369,0,986,3
370,1,989,1
371,11,990,17
372,8,1007,1
373,5,1008,2
374,1,1010,1
375,10,1011,2
376,1,1013,1
377,9,1014,1
378,2,1015,2
379,9,1017,4
380,2,1021,4
381,11,1025,4
382,1,1029,2
383,11,1031,23
384,0,1054,2
385,9,1056,5
386,7,1061,1
387,2,1062,6
388,11,1068,4
389,5,1072,1
390,11,1073,1
391,8,1074,1
392,11,1075,6
393,8,1081,1
394,0,1082,2
395,2,1084,2
396,9,1086,9
397,1,1095,1
398,5,1096,3
399,8,1099,1
400,9,1100,1
401,11,1101,2
402,6,1103,1
403,0,1104,1
404,6,1105,1
405,10,1106,1
406,9,1107,3
407,2,1110,1
408,11,1111,1
409,2,1112,2
410,5,1114,1
411,9,1115,1
412,0,1116,1
413,5,1117,3
414,9,1120,3
415,8,1123,4
416,5,1127,1
417,9,1128,1
418,5,1129,3
419,9,1132,1
420,0,1133,1
421,9,1134,3
422,8,1137,1
423,11,1138,19
424,10,1157,5
425,1,1162,1
426,2,1163,2
427,0,1165,1
428,9,1166,3
429,2,1169,2
430,7,1171,1
431,1,1172,1
432,11,1173,1
433,1,1174,1
434,11,1175,18
435,2,1193,3
436,11,1196,4
437,8,1200,2
438,11,1202,1
439,8,1203,1
440,11,1204,1
441,9,1205,5
442,8,1210,2
443,0,1212,2
444,6,1214,1
445,0,1215,1
446,9,1216,4
447,11,1220,4
448,8,1224,1
449,11,1225,2
450,2,1227,6
451,7,1233,3
452,9,1236,3
453,8,1239,1
454,11,1240,11
455,10,1251,2
456,5,1253,1
457,9,1254,11
458,2,1265,2
459,1,1267,2
460,11,1269,1
461,5,1270,1
462,0,1271,1
463,9,1272,4
464,8,1276,1
465,5,1277,1
466,8,1278,1
467,11,1279,1
468,8,1280,2
469,1,1282,2
470,6,1284,1
471,11,1285,1
472,5,1286,1
473,9,1287,6
474,11,1293,11
475,8,1304,1
476,11,1305,2
477,8,1307,1
478,9,1308,2
479,0,1310,1
480,5,1311,1
481,11,1312,1
482,1,1313,2
483,5,1315,1
484,6,1316,1
485,11,1317,3
486,0,1320,2
487,11,1322,2
488,10,1324,1
489,2,1325,4
490,10,1329,3
491,2,1332,2
492,10,1334,1
493,2,1335,1
494,11,1336,1
495,1,1337,1
496,5,1338,9
497,0,1347,2
498,11,1349,2
499,5,1351,1
500,0,1352,1
501,2,1353,1
502,10,1354,4
503,9,1358,4
504,1,1362,1
505,9,1363,1
506,1,1364,1
507,9,1365,5
508,2,1370,1
509,10,1371,3
510,2,1374,1
511,11,1375,14
512,1,1389,1
513,5,1390,3
514,11,1393,2
515,2,1395,1
516,10,1396,2
517,11,1398,1
518,2,1399,1
519,9,1400,2
520,2,1402,3
521,11,1405,5
522,1,1410,1
523,11,1411,3
524,1,1414,1
525,6,1415,1
526,11,1416,15
527,0,1431,1
528,1,1432,3
529,7,1435,1
530,2,1436,3
531,9,1439,7
532,2,1446,1
533,9,1447,8
534,11,1455,11
535,8,1466,1
536,11,1467,4
537,10,1471,1
538,9,1472,3
539,8,1475,2
540,5,1477,1
541,9,1478,1
542,5,1479,2
543,11,1481,2
544,5,1483,1
545,11,1484,2
546,5,1486,1
547,11,1487,1
548,1,1488,1
549,5,1489,1
550,11,1490,2
551,2,1492,1
552,10,1493,3
553,2,1496,2
554,10,1498,1
555,2,1499,2
556,11,1501,3
557,8,1504,1
558,11,1505,1
559,8,1506,1
560,1,1507,1
561,9,1508,4
562,1,1512,1
563,5,1513,1
564,9,1514,2
565,0,1516,2
566,5,1518,1
567,6,1519,1
568,11,1520,1
569,0,1521,1
570,6,1522,1
571,0,1523,4
572,2,1527,2
573,0,1529,1
574,2,1530,1
575,7,1531,3
576,2,1534,1
577,11,1535,1
578,10,1536,3
579,11,1539,4
580,8,1543,1
581,5,1544,1
582,0,1545,1
583,10,1546,1
584,14,1547,1
585,9,1548,54
586,2,1602,2
587,9,1604,3
588,10,1607,3
589,11,1610,2
590,12,1612,1
591,11,1613,13
592,5,1626,4
593,0,1630,1
594,1,1631,1
595,11,1632,1
596,7,1633,1
597,2,1634,4
598,10,1638,1
599,11,1639,1
600,2,1640,2
601,11,1642,2
602,10,1644,1
603,11,1645,9
604,12,1654,1
605,2,1655,6
606,11,1661,2
607,0,1663,1
608,2,1664,1
609,11,1665,4
610,5,1669,1
611,8,1670,1
612,11,1671,1
613,1,1672,1
614,10,1673,2
615,11,1675,2
616,7,1677,1
617,1,1678,1
618,11,1679,1
619,5,1680,2
620,11,1682,2
621,5,1684,1
622,0,1685,1
623,5,1686,5
624,1,1691,10
625,9,1701,3
626,2,1704,4
627,10,1708,1
628,11,1709,7
629,2,1716,2
630,9,1718,11
631,10,1729,2
