,Stats,,,,,,
B-SOiD labels,Percent of time,Mean duration (frames),10th %tile (frames),25th %tile (frames),50th %tile (frames),75th %tile (frames),90th %tile (frames)
0,0.06409054379855345,1.5844370860927153,1.0,1.0,1.0,2.0,3.0
1,0.160058933833378,2.453798767967146,1.0,1.0,1.0,3.0,5.0
2,0.11599249933029734,2.481375358166189,1.0,1.0,2.0,3.0,5.0
3,0.0038173051165282614,1.1176470588235294,1.0,1.0,1.0,1.0,1.0
4,0.0,,0.0,0.0,0.0,0.0,0.0
5,0.09442807393517279,2.034632034632035,1.0,1.0,1.0,2.0,4.0
6,0.01312617197964104,1.101123595505618,1.0,1.0,1.0,1.0,1.0
7,0.0350924189659791,1.8006872852233677,1.0,1.0,1.0,2.0,3.0
8,0.03315028127511385,1.2659846547314577,1.0,1.0,1.0,1.0,2.0
9,0.1392981516206804,3.393148450244698,1.0,1.0,2.0,4.0,7.0
10,0.09054379855344227,2.331034482758621,1.0,1.0,2.0,3.0,4.0
11,0.24403964639699974,3.622266401590457,1.0,1.0,2.0,5.0,9.0
12,0.0034154835253147604,1.108695652173913,1.0,1.0,1.0,1.0,1.0
13,0.0012054647736405037,1.2,1.0,1.0,1.0,1.0,2.0
