Type,Features,,,,,,,SVM classifier
Frame@10Hz,Relative snout to forepaws placement,Relative snout to hind paws placement,Inter-forepaw distance,Body length,Body angle,Snout displacement,Tail-base displacement,B-SOiD labels
0,13.936535258887957,31.412036774489163,10.046496979584957,44.256742191442065,-1.316461018353915,0.131378173828125,1.1553421020507812,9.0
1,13.081725888682296,37.88401012155072,9.559239165216463,48.251791182246265,-19.860977288588074,6.164642333984375,0.910614013671875,9.0
2,13.084320602865652,41.53117137194519,11.160223349454391,53.31455620127086,-7.495598255836709,8.984710693359375,6.243682861328125,8.0
3,12.581715861968718,46.447267453060746,12.179609881754416,57.800291988956054,-15.073386653274884,3.983428955078125,7.330780029296875,8.0
4,12.984236321500944,48.82110100206331,12.37951559292388,61.31444846595305,-6.344758234636501,6.94085693359375,7.721343994140625,11.0
5,12.47518255292442,49.42874662427495,13.012024992340244,64.2196811523708,-6.8587744255898375,6.780303955078125,10.564788818359375,11.0
6,12.489969691336757,49.84629867537029,12.533457515605761,65.59744916524494,-3.944227045985597,5.280975341796875,7.577911376953125,11.0
7,11.381725035263884,48.23980725877131,12.488445243632373,64.7305525457216,-0.5700241353905269,7.5872802734375,8.560699462890625,11.0
8,11.161797855412985,50.131809576585546,12.587431266442701,64.95160894589593,-1.9590289213418655,10.83660888671875,12.799468994140625,11.0
9,11.298760634366317,49.29176567535636,12.118808413254957,63.23430894276504,-2.6372927376062387,6.68255615234375,9.069488525390625,11.0
10,11.975196178737377,49.14133091814875,11.827009781575603,63.939462219056566,4.2824467859815485,7.491302490234375,4.01898193359375,11.0
11,10.391080508740195,48.396597045942585,12.496154652592114,62.72481984590934,-4.280561116463333,10.190261840820312,15.642730712890625,11.0
12,10.475878251546582,49.79559239806158,12.24618602400387,60.82411897978804,-1.08880188660111,8.746185302734375,10.0587158203125,11.0
13,11.939120969355315,48.76980532682071,12.55565912107275,61.80783094979303,4.7191688543518175,8.191818237304688,3.625396728515625,11.0
14,11.580934135647873,47.91825269769551,11.916556125929098,60.97730733880748,-0.1648793626010484,10.936294555664062,12.25860595703125,11.0
15,11.878518913013533,49.2376763344369,11.533126046368485,60.82236148267428,-0.5640386349500044,7.54095458984375,7.7074127197265625,11.0
16,12.238566070490023,47.049238845740646,12.062711367107447,61.410894898035764,1.792435183328758,2.9663238525390625,0.94384765625,1.0
17,11.79786645060948,47.654423386700095,12.076277433979467,61.37987339628561,4.8384847629596415,6.002197265625,1.98468017578125,11.0
18,12.186867548782729,47.818248678444554,12.397124789466815,62.22063428024006,8.711582528866348,8.0941162109375,1.0269012451171875,11.0
19,13.191724444795668,48.92275791759862,13.006361407786162,63.34591318464432,4.2012329817792216,8.751846313476562,4.927276611328125,11.0
20,12.195751006141442,49.414540775219685,12.760659171871815,64.01171443878823,0.6844444609624013,4.4330902099609375,4.1420440673828125,8.0
21,13.08416001586303,49.872136029477,12.171953779245582,63.78511763332258,11.743202129674604,7.2126922607421875,2.0505218505859375,11.0
22,13.904911772931364,49.442269500788925,11.786526815042608,63.11518461161958,5.495531870109896,10.50604248046875,9.580810546875,11.0
23,13.237658105038154,48.55782851155298,12.176224795576445,62.80423071400637,1.4216204578675684,14.460159301757812,14.773406982421875,11.0
24,12.38438307461642,48.78559960793714,12.102037148036697,62.263275499659215,0.6028085388491671,10.392013549804688,9.15863037109375,11.0
25,12.280615209145118,49.58931443591856,11.355218528749571,62.51479963559369,-0.16550839750973,12.975936889648438,12.730087280273438,11.0
26,13.284101794483785,48.942166804576814,11.38361306284019,62.47301078281396,0.9923244348391853,13.421524047851562,14.767044067382812,11.0
27,13.297191017335354,47.24562270749834,11.207490301899288,61.17100520294027,2.2585113489149458,12.358642578125,12.87969970703125,11.0
28,14.572406071956088,48.377608279188635,11.978223263179801,62.51535727187036,3.747090551487722,9.733955383300781,7.826751708984375,11.0
29,14.304584823157064,47.02081768555478,11.93276045222808,61.74041378822115,4.067752555266937,0.281158447265625,0.7150421142578125,5.0
30,14.73915129537118,45.69677081291025,11.691579812398325,60.811212557779676,15.639738867948598,2.5766677856445312,0.8621368408203125,0.0
31,16.261072785855482,44.63213064914178,11.89825269361589,61.30014275863,11.513648126001645,0.0,2.9739837646484375,11.0
32,17.180629882083423,44.309441668210326,11.476565606190803,61.10509222811026,8.70028619219094,1.3148040771484375,5.905517578125,11.0
33,18.2829656148333,47.61781109836957,11.206654139431983,62.5777572403879,2.2768537856390956,1.559234619140625,1.5791168212890625,5.0
34,19.341000156619764,48.855195158548824,10.805196759668535,63.505057053164506,-2.424081983360839,1.5532455444335938,0.86553955078125,5.0
35,19.121962763572245,47.38638159151927,11.549914238359523,62.65314271962029,-13.089540064346064,0.1760711669921875,4.4458465576171875,8.0
36,17.86924831306817,44.75938744401141,12.80126784257829,60.95321306724664,-14.413555870893997,0.7705917358398438,2.009002685546875,9.0
37,16.243424608892116,43.36837243827881,11.42119045376031,60.33408472652232,-7.507193630342023,0.0,0.0237884521484375,5.0
38,14.872300364861559,41.386580686080976,11.34464446951095,58.53902995914097,-11.38781448416913,4.7321319580078125,0.0237884521484375,9.0
39,12.14296731140114,36.47598040754421,11.896979187770611,52.32522069890142,-12.426197671152943,8.41107177734375,0.3830413818359375,9.0
40,12.90060030633665,37.922010426023924,12.609407268607747,52.68094414246103,-3.031805179909776,1.0394439697265625,0.469970703125,0.0
41,13.372859578461572,39.784677209319895,12.638097984217254,55.16131276427144,-1.0717193487479768,2.65802001953125,0.0,0.0
42,13.373434667347372,42.396750475422046,13.010636052591995,57.86376740228296,-2.6403656156323323,4.486900329589844,5.186279296875,11.0
43,12.903399963565292,42.08882627355089,13.130019795702806,58.392850452849316,-2.172292525249052,0.0,0.0,1.0
44,12.931562847985344,40.75564918695193,12.77330031081984,57.46865132226635,-3.374504008083974,2.99560546875,0.2286376953125,0.0
45,13.065542575963924,39.91008428306343,12.779196298516613,56.58679265463819,-3.3315139474675943,1.6515884399414062,1.1361236572265625,0.0
46,12.96337564895762,37.82891042828515,12.753585620708895,53.801922584376946,-2.0329905677093034,0.4519805908203125,3.2945098876953125,0.0
47,12.740253607189064,36.25634991816011,13.046002048110266,50.82866199223874,-2.82415993417428,1.7905807495117188,1.7161865234375,0.0
48,13.023475673380545,35.509003612726524,13.082000786156268,49.78531841429169,-1.1636849422898035,1.574066162109375,0.0,7.0
49,15.080085308587304,37.13199586179512,12.139598694925851,51.30121844180136,6.080096845790399,1.1161422729492188,6.9354400634765625,11.0
50,10.853092385210232,34.081327815857335,12.745753088421484,48.37207957372827,22.384267312436826,1.6177749633789062,7.31396484375,2.0
51,10.518618847070389,31.394751825351676,12.940595456406584,45.266364487890264,41.87280096092189,6.0654296875,1.867706298828125,2.0
52,14.584745393955583,37.44833479196396,11.204041243626293,52.892683238669605,17.849681291476386,0.0,0.7141571044921875,2.0
53,15.520301249444806,48.420029915347655,12.409911725988938,59.0538802207756,11.432594426083007,5.8253021240234375,10.670639038085938,11.0
54,19.143508822579722,50.543918440238194,12.199021403732855,65.60546999699206,8.404323158770683,5.855232238769531,10.62255859375,11.0
55,17.989909394033223,51.421283749651764,13.039849135704614,66.3217650318931,5.747426264337921,5.610191345214844,11.345458984375,11.0
56,17.609209544522557,55.335982542525414,11.040110007945405,66.34844281320534,-2.571906025805293,5.3340301513671875,2.52142333984375,5.0
57,17.220037614769296,56.42709033696573,10.907600843029488,65.80427653250521,-0.3388458511961624,0.0,0.0656585693359375,5.0
58,17.556053539217775,58.85434371384527,10.492711227651686,68.62581896234306,1.4821843214158852,0.8833465576171875,0.4992828369140625,5.0
59,15.620751620546077,54.6303760923588,12.603488133460544,64.58358134961247,8.92346896465577,11.548477172851562,0.23569488525390625,11.0
60,7.750255333138927,37.03671591453378,13.82317125591028,51.386887528082774,26.822943688413332,21.449462890625,4.435203552246094,10.0
61,3.3888003777428466,31.48150110273853,10.226944247035249,44.4494493086958,27.253305460854307,12.999748229980469,5.634559631347656,10.0
62,8.262519592178279,37.73374823669221,10.011608365007564,51.15719588453037,16.67009489363293,10.406387329101562,4.5978546142578125,10.0
63,13.12295385288422,45.96874462774599,10.357850741162324,58.88242691118815,11.267704568023664,13.293655395507812,1.1435928344726562,11.0
64,14.502628799260023,47.7883635920813,10.707117027950215,61.177548110894485,8.121084246821683,6.2445068359375,2.4561614990234375,11.0
65,14.55456876563548,44.95880714109681,11.356502667734713,59.09257611188693,4.090447841094663,1.4930877685546875,3.6108856201171875,0.0
66,14.334516786240005,43.79946884839573,12.683493202245216,58.48086482342934,1.2167698871609454,0.33929443359375,0.0,1.0
