,Stats,,,,,,
B-SOiD labels,Percent of time,Mean duration (frames),10th %tile (frames),25th %tile (frames),50th %tile (frames),75th %tile (frames),90th %tile (frames)
0,0.03154616842675332,1.6762589928057554,1.0,1.0,1.0,2.0,3.0
1,0.2744381261846737,3.4888123924268504,1.0,1.0,2.0,4.0,8.0
2,0.09660167885188194,2.6672897196261682,1.0,1.0,2.0,3.0,6.0
3,0.0022339561332250205,1.434782608695652,1.0,1.0,1.0,1.5,2.0
4,0.0,,0.0,0.0,0.0,0.0,0.0
5,0.13376658543189818,2.9759036144578315,1.0,1.0,2.0,3.0,6.0
6,0.006769564040075819,1.2048192771084338,1.0,1.0,1.0,1.0,2.0
7,0.06871107500676957,2.1734475374732334,1.0,1.0,1.0,2.0,4.0
8,0.016923910100189548,1.3020833333333333,1.0,1.0,1.0,1.0,2.0
9,0.0879366368805849,3.1225961538461537,1.0,1.0,2.0,3.0,6.0
10,0.17749796913078797,3.1514423076923075,1.0,1.0,2.0,4.0,7.0
11,0.09971567831031682,3.1474358974358974,1.0,1.0,2.0,4.0,8.0
12,0.0009477389656106146,1.0769230769230769,1.0,1.0,1.0,1.0,1.0
13,0.0008800433252098565,1.3,1.0,1.0,1.0,1.75,2.0
