,Stats,,,,,,
B-SOiD labels,Percent of time,Mean duration (frames),10th %tile (frames),25th %tile (frames),50th %tile (frames),75th %tile (frames),90th %tile (frames)
0,0.03178310316815597,2.383248730964467,1.0,1.0,1.0,2.0,4.0
1,0.27545356079068506,5.396551724137931,1.0,1.0,2.0,5.0,12.0
2,0.09524776604386677,4.403755868544601,1.0,2.0,3.0,5.0,9.0
3,0.002166260492824262,1.9393939393939394,1.0,1.0,1.0,2.0,3.0
4,0.0,,0.0,0.0,0.0,0.0,0.0
5,0.13363119415109667,4.91044776119403,1.0,1.0,3.0,5.0,11.0
6,0.006600324939073924,1.5853658536585367,1.0,1.0,1.0,2.0,3.0
7,0.06962496615217979,3.4056291390728477,1.0,1.0,2.0,4.0,7.0
8,0.016788518819388032,1.878787878787879,1.0,1.0,1.0,2.0,3.0
9,0.08868128892499323,5.413223140495868,1.0,2.0,3.0,5.0,10.0
10,0.17617790414297319,5.257575757575758,1.0,2.0,3.0,6.0,12.0
11,0.10005415651232061,5.259786476868327,1.0,2.0,3.0,6.0,13.0
12,0.0011169780666125102,1.32,1.0,1.0,1.0,1.0,2.0
13,0.0008123476848090983,1.7142857142857142,1.0,1.0,1.5,2.0,3.0
