,B-SOiD labels,Start time (frames),Run lengths
0,9,0,1
1,8,1,1
2,11,2,4
3,8,6,2
4,11,8,10
5,8,18,1
6,5,19,1
7,11,20,1
8,2,21,5
9,10,26,1
10,9,27,4
11,10,31,1
12,9,32,3
13,8,35,3
14,5,38,3
15,8,41,1
16,5,42,3
17,1,45,1
18,6,46,1
19,10,47,1
20,2,48,2
21,7,50,1
22,11,51,3
23,9,54,2
24,1,56,1
25,6,57,1
26,2,58,2
27,10,60,1
28,2,61,1
29,11,62,2
30,2,64,5
31,11,69,18
32,0,87,1
33,2,88,2
34,11,90,4
35,5,94,9
36,1,103,1
37,7,104,1
38,11,105,18
39,1,123,1
40,9,124,1
41,7,125,2
42,10,127,1
43,1,128,1
44,11,129,3
45,5,132,1
46,11,133,2
47,5,135,5
48,7,140,2
49,2,142,1
50,7,143,1
51,10,144,2
52,1,146,3
53,7,149,2
54,1,151,1
55,9,152,1
56,10,153,3
57,1,156,6
58,9,162,2
59,2,164,6
60,7,170,1
61,1,171,1
62,5,172,4
63,1,176,2
64,9,178,1
65,5,179,3
66,11,182,2
67,2,184,1
68,11,185,16
69,5,201,1
70,11,202,1
71,5,203,1
72,1,204,3
73,11,207,1
74,7,208,2
75,11,210,1
76,1,211,1
77,5,212,2
78,8,214,1
79,5,215,3
80,1,218,1
81,11,219,16
82,5,235,1
83,1,236,3
84,10,239,4
85,7,243,1
86,9,244,1
87,1,245,1
88,10,246,2
89,7,248,1
90,11,249,4
91,1,253,1
92,11,254,1
93,9,255,2
94,5,257,1
95,8,258,1
96,1,259,1
97,10,260,10
98,9,270,1
99,1,271,3
100,9,274,1
101,1,275,2
102,2,277,2
103,10,279,1
104,9,280,5
105,8,285,1
106,11,286,2
107,1,288,2
108,5,290,1
109,11,291,13
110,1,304,1
111,7,305,2
112,1,307,1
113,11,308,2
114,5,310,1
115,7,311,1
116,10,312,1
117,1,313,2
118,10,315,1
119,1,316,4
120,10,320,2
121,1,322,2
122,5,324,2
123,1,326,1
124,5,327,3
125,1,330,3
126,11,333,1
127,7,334,2
128,10,336,7
129,1,343,1
130,5,344,2
131,1,346,4
132,7,350,1
133,10,351,1
134,7,352,2
135,10,354,3
136,7,357,1
137,2,358,1
138,10,359,2
139,11,361,12
140,5,373,1
141,11,374,1
142,2,375,2
143,1,377,1
144,11,378,2
145,5,380,7
146,1,387,1
147,11,388,6
148,2,394,2
149,10,396,1
150,14,397,2
151,2,399,2
152,10,401,2
153,11,403,4
154,1,407,3
155,10,410,1
156,1,411,2
157,11,413,9
158,5,422,1
159,1,423,2
160,11,425,2
161,1,427,3
162,9,430,3
163,5,433,1
164,8,434,2
165,5,436,2
166,1,438,3
167,10,441,1
168,2,442,4
169,9,446,1
170,7,447,13
171,2,460,22
172,7,482,1
173,9,483,3
174,10,486,1
175,1,487,6
176,5,493,2
177,1,495,1
178,0,496,1
179,9,497,3
180,5,500,1
181,9,501,1
182,5,502,1
183,8,503,1
184,11,504,2
185,0,506,1
186,2,507,2
187,10,509,2
188,9,511,5
189,2,516,6
190,10,522,1
191,5,523,1
192,10,524,2
193,9,526,2
194,10,528,1
195,2,529,1
196,11,530,1
197,1,531,1
198,5,532,2
199,11,534,1
200,2,535,3
201,10,538,1
202,11,539,9
203,0,548,1
204,11,549,1
205,2,550,3
206,9,553,4
207,2,557,2
208,1,559,1
209,11,560,1
210,1,561,2
211,7,563,2
212,2,565,1
213,7,566,4
214,2,570,2
215,10,572,5
216,2,577,1
217,9,578,4
218,2,582,2
219,11,584,2
220,8,586,2
221,11,588,1
222,8,589,1
223,11,590,1
224,5,591,1
225,1,592,1
226,11,593,8
227,8,601,1
228,11,602,1
229,8,603,1
230,0,604,1
231,1,605,2
232,9,607,2
233,5,609,4
234,1,613,1
235,10,614,8
236,5,622,1
237,9,623,1
238,5,624,1
239,9,625,1
240,1,626,1
241,0,627,1
242,1,628,8
243,0,636,1
244,9,637,1
245,5,638,1
246,8,639,1
247,0,640,1
248,11,641,1
249,0,642,1
250,2,643,1
251,0,644,1
252,1,645,8
253,10,653,4
254,1,657,1
255,8,658,1
256,11,659,5
257,8,664,1
258,11,665,4
259,1,669,1
260,5,670,8
261,11,678,4
262,8,682,1
263,11,683,5
264,5,688,2
265,1,690,1
266,7,691,5
267,10,696,2
268,7,698,1
269,2,699,3
270,9,702,6
271,2,708,1
272,1,709,14
273,10,723,1
274,1,724,1
275,10,725,2
276,7,727,1
277,2,728,4
278,7,732,1
279,2,733,2
280,10,735,1
281,2,736,2
282,10,738,1
283,5,739,2
284,1,741,9
285,10,750,2
286,1,752,2
287,10,754,4
288,1,758,3
289,10,761,1
290,5,762,1
291,10,763,1
292,5,764,1
293,1,765,2
294,7,767,1
295,10,768,5
296,7,773,1
297,2,774,3
298,10,777,1
299,2,778,1
300,5,779,3
301,9,782,2
302,1,784,2
303,10,786,3
304,7,789,1
305,10,790,2
306,7,792,6
307,2,798,2
308,7,800,1
309,13,801,1
310,10,802,3
311,2,805,1
312,10,806,1
313,2,807,1
314,11,808,4
315,5,812,5
316,10,817,1
317,7,818,1
318,2,819,7
319,10,826,2
320,1,828,2
321,0,830,1
322,10,831,3
323,9,834,4
324,5,838,4
325,10,842,6
326,7,848,1
327,11,849,1
328,6,850,1
329,2,851,2
330,1,853,1
331,2,854,1
332,7,855,2
333,10,857,1
334,1,858,21
335,9,879,3
336,5,882,1
337,1,883,3
338,11,886,1
339,1,887,4
340,7,891,1
341,1,892,1
342,10,893,2
343,9,895,1
344,1,896,1
345,5,897,2
346,1,899,2
347,5,901,1
348,1,902,1
349,11,903,1
350,6,904,1
351,1,905,2
352,7,907,2
353,2,909,1
354,7,910,2
355,2,912,3
356,1,915,1
357,10,916,1
358,0,917,1
359,1,918,2
360,10,920,1
361,2,921,3
362,0,924,1
363,9,925,4
364,10,929,1
365,2,930,1
366,11,931,1
367,2,932,8
368,10,940,2
369,9,942,11
370,10,953,2
371,11,955,3
372,8,958,1
373,9,959,1
374,8,960,1
375,11,961,6
376,8,967,1
377,5,968,2
378,9,970,2
379,0,972,1
380,2,973,1
381,9,974,2
382,5,976,1
383,1,977,1
384,5,978,6
385,11,984,2
386,5,986,1
387,11,987,3
388,5,990,2
389,1,992,4
390,5,996,19
391,1,1015,2
392,10,1017,4
393,7,1021,3
