Type,Features,,,,,,,SVM classifier
Frame@10Hz,Relative snout to forepaws placement,Relative snout to hind paws placement,Inter-forepaw distance,Body length,Body angle,Snout displacement,Tail-base displacement,B-SOiD labels
0,17.99871299433304,48.981413519480085,12.264684580986044,63.81113287105005,-13.352015445875615,19.688873291015625,2.3758468627929688,9.0
1,17.689822271630913,48.49640015660327,12.789112310435657,65.91648580122687,-6.257999016747204,10.434921264648438,3.4222335815429688,8.0
2,18.458113918206646,49.12488503330512,12.283356751876013,64.97022612538402,1.3738764651349127,6.52081298828125,9.526649475097656,11.0
3,16.266168689872135,45.49266716151092,13.172708348333654,60.50589126670576,1.085639288552807,3.252044677734375,5.642997741699219,11.0
4,16.233398051376366,43.7697671265282,11.779616839826577,60.021210971243704,-4.133417839245297,7.593109130859375,7.019325256347656,11.0
5,16.158666909734325,41.59471133667289,11.99954363663838,56.83140834199385,-2.5761129810678347,8.216110229492188,8.584091186523438,11.0
6,16.325947913428752,43.26917242224626,12.3156651534829,57.72187609888856,-2.4125784303220543,8.490463256835938,4.6988372802734375,8.0
7,16.845516334328664,48.794542200195295,12.452156469282109,63.00657589309775,-5.395532256052418,11.557952880859375,5.32373046875,8.0
8,16.08916140755729,49.92099784681067,12.352970282240491,64.65946185673843,-6.816891043741231,11.816848754882812,7.38140869140625,11.0
9,15.264134054069359,53.02424852922908,11.12655859425842,66.84893208350528,-5.6766910385252745,16.669357299804688,12.426849365234375,11.0
10,15.224517638825677,54.162761747468686,11.333908119382123,64.58215679954517,-0.0909964460249098,15.168594360351562,18.607101440429688,11.0
11,14.217027201357055,51.830254787423556,11.248103485108167,65.67065874864151,-1.9396807258046653,17.912933349609375,15.14703369140625,11.0
12,12.603155835088483,53.52801455933131,11.364997535574457,65.9847935703171,-0.2302338732815744,18.935455322265625,17.628860473632812,11.0
13,14.321065820041888,53.468918441595974,10.513141177675518,65.34018579445365,-0.8055089407030251,19.93365478515625,21.9888916015625,11.0
