Type,Features,,,,,,,SVM classifier
Frame@10Hz,Relative snout to forepaws placement,Relative snout to hind paws placement,Inter-forepaw distance,Body length,Body angle,Snout displacement,Tail-base displacement,B-SOiD labels
0,11.592878728638393,39.68484692551246,12.476904205618638,53.45267764634371,-16.45604828302247,11.472427368164062,16.767181396484375,11.0
1,9.511910896259156,47.800258643205765,11.971604157204542,59.15075596899884,-0.6237862099422667,2.7946319580078125,2.225311279296875,6.0
2,10.35890492671572,48.71771047943885,11.594033391997991,60.37361615239986,-2.4615393305546713,0.0,0.262786865234375,0.0
3,9.766506458387692,48.57338327120053,11.23266509299165,60.173556509853384,-8.913106421552687,4.3744964599609375,2.7449188232421875,0.0
4,9.443072982594103,45.38489932360184,11.51996594009285,59.56458982613057,-7.029756180676529,0.21142578125,5.834075927734375,6.0
5,9.1415663783092,47.170942954643905,12.847132290112718,59.528752413808185,-8.23365431305792,1.6302490234375,9.007186889648438,8.0
6,10.506299709188536,45.94561297245603,12.250538017904837,59.52981343091872,-4.900865812362223,0.0,4.1713409423828125,0.0
7,10.76406944406746,45.656283085920485,12.156994408266241,59.98265836375134,-4.522582504848749,3.1197052001953125,1.203277587890625,0.0
8,12.18902855144838,44.081900474854976,12.157702805090315,60.80459557936192,-10.819810126661123,3.4069061279296875,7.437469482421875,8.0
9,10.681870274588874,45.98943156000772,12.384144089788062,59.79644193968106,-3.983466386127227,1.1281585693359375,3.2271575927734375,0.0
10,12.890532395863936,42.064840005267826,11.780791614372777,60.70714577854669,-2.3419993411717,2.39837646484375,0.0,0.0
11,12.861507796258696,43.53160368994038,11.870080040885199,61.7658443803483,-2.618138960139187,2.8154754638671875,0.0,0.0
12,13.466320300224243,44.297752684204355,11.83274195933766,63.50472085062604,-7.39585965380925,6.960906982421875,1.26751708984375,9.0
13,13.91912530824288,45.45751850851502,12.069379945062764,63.77978423942324,-6.72622047324896,5.8332366943359375,1.33099365234375,5.0
14,14.022619074975083,47.454570521534905,11.432189608751269,62.11782022408701,-5.930374734646653,4.455047607421875,1.1011962890625,5.0
15,15.47437252070765,47.09708790000475,12.083359098027344,61.55126994035081,-4.679968160028972,4.829498291015625,0.0,5.0
16,16.61501071771019,46.11407756847997,13.476031084873028,63.811137366593286,2.5021287384084023,1.3027496337890625,2.7201080322265625,1.0
17,15.326587207594816,46.597637283472096,12.731925023855776,64.06986203758933,0.39289894585248997,1.0341339111328125,1.9055633544921875,5.0
18,15.310945826060237,49.1657456879402,13.310678584749208,62.55971886283953,-0.019340775941628252,0.4159088134765625,0.8037261962890625,5.0
19,16.599824410802835,52.82495646542422,13.208809609795374,62.94040529560672,1.55340247797829,0.04833984375,1.3932647705078125,5.0
20,18.352642852245427,50.280915236748015,13.551734086770365,64.64364328380034,2.6586800111712328,0.1356658935546875,2.025970458984375,5.0
21,19.146970186081766,49.51244172400431,13.577098381630378,66.18717671701995,2.28851979710398,1.1025238037109375,3.282928466796875,5.0
22,19.896590599511796,49.89003817693875,14.115651032592265,66.95803406069287,-2.012357927566301,2.8610992431640625,0.5028228759765625,5.0
23,20.630104941366316,50.649281729835046,14.135446314945085,66.42256419448067,-4.474239900475402,4.4188690185546875,0.0326995849609375,5.0
24,20.827354965339662,50.03465833457271,13.024974256429054,65.30911218211335,-4.395993028861052,4.4712066650390625,0.20135498046875,5.0
25,20.80089030447384,50.50620651597604,12.989853263073279,66.62700244986874,-4.436144611233419,1.894073486328125,2.64801025390625,5.0
26,21.090160458387096,48.22587799156846,13.699138606095913,65.77257418212984,-5.428786934669679,4.142486572265625,0.470184326171875,5.0
27,20.512283174382112,44.9961436242005,14.336272274049765,62.83302635266361,-12.887461885201652,8.795944213867188,0.0,5.0
28,19.776692933661263,47.473756959948005,15.083186977484337,65.23545187736717,-8.893050749673591,8.77996826171875,0.6118316650390625,5.0
29,18.341537215435853,51.56774127122126,13.78275378777824,66.36296012879498,-7.635123574843173,8.683197021484375,4.310455322265625,8.0
30,17.4223573057649,53.263449252631936,13.151247585392477,66.79609408073829,-2.717561437374277,9.720245361328125,7.8842010498046875,11.0
31,18.178220677439118,54.69657358593378,12.833058673087535,67.34446107354654,2.8096978371846504,8.8583984375,9.624176025390625,11.0
32,17.939545469049005,57.472642264363756,13.203558172566838,66.51332108050508,-4.503840527140266,10.739700317382812,10.700820922851562,11.0
33,17.989340598815335,54.68823455268386,13.238408155350076,67.11718418167271,0.35056768332353583,12.862907409667969,11.676300048828125,11.0
34,18.968689710354475,52.25958685520227,14.156758544197622,67.44928380824352,1.2568827411141257,12.515434265136719,11.216140747070312,11.0
35,18.807638292249518,55.9701108551905,13.745182468738431,68.38550773764116,-1.510490198361577,10.96026611328125,10.936538696289062,11.0
36,18.820350556721852,59.80457082224763,13.495204071555422,70.35311520871726,-3.4344799144720626,10.588356018066406,5.9523773193359375,11.0
37,19.221583006420428,55.51607265117532,13.062946519414623,68.3193340505305,-1.904452266923931,8.301567077636719,12.953216552734375,11.0
38,16.52966220095742,49.888537698521304,11.994722514630574,65.81892622411982,-6.260201581323306,12.924758911132812,12.40771484375,11.0
39,15.761686465273378,53.841462704605576,12.229119950531391,66.66839972896409,-4.703612834780259,11.660293579101562,11.042030334472656,11.0
40,15.908493428180105,53.807048039248095,11.310751506609613,66.86656606519364,-1.4073884164588688,14.065879821777344,13.102058410644531,11.0
41,14.371822026554526,49.9570217735816,10.59014401052055,65.64709001443585,-0.7917390050907203,13.680465698242188,14.478294372558594,11.0
42,14.500613899320967,49.60929956181189,11.92896044341555,66.73922929135787,0.37596785064224314,11.270034790039062,10.987907409667969,11.0
43,16.615353702412893,51.76163686116821,12.11836446991231,69.16540479006548,-0.11277774625012278,4.842855453491211,1.7914810180664062,5.0
44,16.837944831716044,52.10556480521151,12.171051778880638,69.34129889137299,-0.135607817655807,0.0,0.0,5.0
45,16.663160323841517,52.02897273184795,12.243176816265219,68.92341630987084,-0.48659688416422153,3.515819549560547,2.5384063720703125,5.0
46,12.885226718251456,41.65589113866497,12.281019805472585,56.689887162228,-13.651187998714832,24.412412643432617,5.775352478027344,9.0
47,10.238118692104955,34.800329646276396,13.497082910251274,49.35872746363515,-30.177344308745788,18.29043197631836,3.0782012939453125,9.0
48,10.766593672327243,33.320664651829006,13.747123741702943,47.614971324915516,-24.40122527655322,15.0181884765625,1.9083480834960938,9.0
49,13.459568557926502,33.785131521234405,15.276079554120958,50.048104188761585,-16.673208345295286,9.009292602539062,4.1053466796875,9.0
50,13.665806231095537,35.44187793554488,13.52336403650336,54.6149059533935,-17.335382425875622,12.851264953613281,3.6279830932617188,9.0
51,16.030700299536175,38.96412551524005,13.604596854336702,58.16705611908851,-9.975758957638199,9.623756408691406,0.8492431640625,5.0
52,18.63007301341221,44.92061560430096,14.686051937613806,63.43613447716885,-8.057880124336585,12.182907104492188,2.5744552612304688,5.0
53,19.651408481211394,45.83815538730014,14.697053133543932,64.55971384934743,-5.11000588443339,11.264244079589844,5.725616455078125,11.0
54,19.470555647794175,48.07608629244595,14.602879147656333,64.70413443758915,-4.70902200383507,15.543594360351562,11.681716918945312,11.0
55,18.485842905562016,47.12989420215388,14.247011567662403,64.7640350327678,-5.4984677864123235,14.813507080078125,9.627708435058594,11.0
56,19.324167224188002,48.12897819434298,14.626797059676125,65.59331577443503,-4.216620207293921,11.143585205078125,7.7410888671875,11.0
57,19.146209936131985,50.21959623211503,13.86004387107954,65.86225519775155,-1.1790072032173438,14.882415771484375,14.375579833984375,11.0
58,18.022419672723103,50.0532004058934,13.256774249921824,65.48631859324075,-3.589279754140642,18.025848388671875,15.19476318359375,11.0
59,17.572787977713812,48.36627394779042,12.814137930624987,64.86877078745326,-3.034548117195513,13.637649536132812,12.453521728515625,11.0
60,17.012882964096626,50.06369596211014,12.189289812816149,64.03493696753175,-5.742467342020854,17.24505615234375,14.921676635742188,11.0
61,15.345039031518084,48.40319598976446,11.29802462802424,61.99443302074491,-5.939861897040627,12.926193237304688,12.65576171875,11.0
62,13.3888013270482,45.8273530522129,11.245258594372068,62.00885021634483,-8.424150199615227,12.267913818359375,8.382553100585938,11.0
63,12.839644647173579,46.99173407594935,11.566250008610869,60.69169123867461,-3.1694486232315198,15.08935546875,16.104110717773438,11.0
64,11.875331387511714,48.752993195367196,11.661664676851627,58.6891625577357,0.02960568170447797,13.7396240234375,15.324981689453125,11.0
65,16.40654384021281,44.43584215315846,11.305450836297105,60.47970609062394,-1.527612151010701,10.90655517578125,9.830062866210938,11.0
