,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,0.3170028818443804,0.11047070124879924,0.08069164265129683,0.005763688760806916,0.0,0.07492795389048991,0.04514889529298751,0.013448607108549471,0.07204610951008646,0.13256484149855907,0.0345821325648415,0.10854947166186359,0.002881844380403458,0.0,0.0019212295869356388
1,0.024296416278598906,0.6059931160153877,0.035229803603968414,0.0,0.0,0.08625227778902612,0.004656813120064791,0.028345818991698725,0.01822231220894918,0.052237294998987646,0.06539785381656206,0.07916582304110144,0.0,0.00020247013565499088,0.0
2,0.017437032936617768,0.034874065873235535,0.6338223083310268,0.0005535566011624688,0.0,0.004705231109880985,0.006365900913368392,0.060891226127871574,0.0008303349017437033,0.07500691945751453,0.08635482978134515,0.07694436756158317,0.0008303349017437033,0.0013838915029061722,0.0
3,0.05714285714285714,0.02857142857142857,0.11428571428571428,0.2571428571428571,0.0,0.05714285714285714,0.02857142857142857,0.0,0.0,0.0,0.14285714285714285,0.2571428571428571,0.05714285714285714,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.02577319587628866,0.17486122125297382,0.007137192704203013,0.0003965107057890563,0.0,0.5166534496431404,0.0043616177636796195,0.0015860428231562252,0.0499603489294211,0.09476605868358445,0.02656621728786677,0.09595559080095163,0.0,0.0003965107057890563,0.0015860428231562252
6,0.11688311688311688,0.1038961038961039,0.10064935064935066,0.0,0.0,0.032467532467532464,0.2564935064935065,0.01948051948051948,0.06818181818181818,0.05519480519480519,0.01948051948051948,0.21753246753246752,0.006493506493506494,0.0,0.003246753246753247
7,0.010833333333333334,0.09333333333333334,0.19833333333333333,0.0008333333333333334,0.0,0.01,0.005833333333333334,0.4608333333333333,0.0008333333333333334,0.04833333333333333,0.13333333333333333,0.035,0.0025,0.0,0.0
8,0.07603464870067372,0.1039461020211742,0.011549566891241578,0.0,0.0,0.14051973051010588,0.02406159769008662,0.004812319538017324,0.31376323387872956,0.11357074109720885,0.0038498556304138597,0.20692974013474494,0.0,0.0009624639076034649,0.0
9,0.02589841397309777,0.04055410560128488,0.04557317807669143,0.0,0.0,0.05320216823930938,0.0028106805862276652,0.007227464364585425,0.031519775145553104,0.7219433848624774,0.025296125276048985,0.0425617345914475,0.0,0.002007628990162618,0.0014053402931138326
10,0.011659541391371939,0.11270890011659541,0.11348620287602021,0.002331908278274388,0.0,0.024096385542168676,0.003109211037699184,0.07112320248736884,0.002331908278274388,0.050524679362611735,0.5476097940147687,0.055188495919160516,0.000777302759424796,0.003497862417411582,0.001554605518849592
11,0.02334789732386674,0.07072637902785363,0.031676679410158386,0.0010922992900054614,0.0,0.02689787001638449,0.009421081376297106,0.005324959038776625,0.031813216821409064,0.018842162752594212,0.014199890770071,0.7648825778263244,0.0016384489350081922,0.0,0.00013653741125068268
12,0.06896551724137931,0.034482758620689655,0.2413793103448276,0.06896551724137931,0.0,0.0,0.034482758620689655,0.0,0.034482758620689655,0.0,0.10344827586206896,0.3448275862068966,0.06896551724137931,0.0,0.0
13,0.0,0.0,0.10810810810810811,0.0,0.0,0.02702702702702703,0.0,0.0,0.0,0.24324324324324326,0.32432432432432434,0.0,0.0,0.2702702702702703,0.02702702702702703
14,0.03125,0.0,0.0,0.0,0.0,0.09375,0.0,0.0,0.0,0.28125,0.1875,0.03125,0.0,0.0,0.375
