,Stats,,,,,,
B-SOiD labels,Percent of time,Mean duration (frames),10th %tile (frames),25th %tile (frames),50th %tile (frames),75th %tile (frames),90th %tile (frames)
0,0.03518231448406012,1.3419023136246786,1.0,1.0,1.0,1.0,2.0
1,0.16532991844712544,2.4143700787401574,1.0,1.0,2.0,3.0,5.0
2,0.1213857248769967,2.644640234948605,1.0,1.0,2.0,3.0,5.0
3,0.0013479813978567096,1.25,1.0,1.0,1.0,1.0,2.0
4,0.0,,0.0,0.0,0.0,0.0,0.0
5,0.08552941969400822,1.9256449165402125,1.0,1.0,1.0,2.0,4.0
6,0.010312057693603828,1.275,1.0,1.0,1.0,1.0,2.0
7,0.04064163914537979,1.7179487179487178,1.0,1.0,1.0,2.0,3.0
8,0.03369953494641774,1.2953367875647668,1.0,1.0,1.0,1.0,2.0
9,0.16708229426433915,3.2834437086092714,1.0,1.0,2.0,4.0,7.0
10,0.08802318528004313,2.0374414976599065,1.0,1.0,1.0,2.0,4.0
11,0.24829817348520591,3.982702702702703,1.0,1.0,3.0,5.0,10.0
12,0.0008087888387140257,1.0,1.0,1.0,1.0,1.0,1.0
13,0.001415380467749545,1.105263157894737,1.0,1.0,1.0,1.0,1.1999999999999993
