,B-SOiD labels,Start time (frames),Run lengths
0,1,0,2
1,5,2,9
2,8,11,1
3,9,12,4
4,8,16,3
5,5,19,1
6,8,20,2
7,5,22,12
8,8,34,1
9,5,35,4
10,8,39,2
11,5,41,30
12,0,71,1
13,8,72,1
14,9,73,2
15,0,75,3
16,5,78,1
17,1,79,1
18,11,80,9
19,8,89,1
20,5,90,1
21,11,91,3
22,8,94,2
23,11,96,3
24,8,99,1
25,5,100,1
26,8,101,3
27,5,104,5
28,9,109,2
29,5,111,4
30,0,115,1
31,9,116,4
32,11,120,1
33,5,121,1
34,8,122,1
35,9,123,2
36,0,125,1
37,6,126,1
38,11,127,1
39,8,128,1
40,11,129,2
41,5,131,1
42,0,132,1
43,3,133,1
44,2,134,1
45,10,135,3
46,7,138,1
47,10,139,3
48,5,142,1
49,0,143,1
50,8,144,1
51,11,145,1
52,5,146,1
53,1,147,1
54,6,148,1
55,5,149,1
56,8,150,1
57,11,151,1
58,8,152,1
59,5,153,1
60,1,154,1
61,5,155,1
62,11,156,2
63,5,158,4
64,11,162,1
65,2,163,3
66,11,166,2
67,2,168,1
68,10,169,2
69,11,171,12
70,8,183,1
71,5,184,4
72,8,188,4
73,5,192,7
74,8,199,1
75,5,200,10
76,1,210,1
77,6,211,3
78,1,214,2
79,5,216,3
80,2,219,4
81,11,223,3
82,5,226,2
83,11,228,1
84,1,229,1
85,5,230,1
86,1,231,1
87,11,232,4
88,8,236,1
89,5,237,7
90,9,244,4
91,0,248,1
92,5,249,2
93,11,251,2
94,10,253,1
95,11,254,18
96,5,272,5
97,0,277,1
98,9,278,1
99,0,279,3
100,11,282,1
101,0,283,2
102,9,285,8
103,11,293,6
104,8,299,2
105,11,301,5
106,8,306,2
107,1,308,1
108,8,309,1
109,1,310,1
110,5,311,1
111,9,312,2
112,8,314,1
113,11,315,12
114,6,327,1
115,1,328,1
116,5,329,1
117,9,330,2
118,8,332,2
119,6,334,1
120,8,335,2
121,2,337,1
122,1,338,1
123,9,339,2
124,1,341,2
125,9,343,5
126,5,348,2
127,11,350,2
128,1,352,2
129,11,354,2
130,5,356,9
131,9,365,3
132,11,368,9
133,6,377,1
134,9,378,2
135,8,380,2
136,9,382,3
137,1,385,1
138,11,386,1
139,1,387,4
140,5,391,2
141,1,393,1
142,11,394,1
143,8,395,1
144,11,396,2
145,8,398,1
146,11,399,2
147,5,401,1
148,9,402,1
149,11,403,10
150,0,413,1
151,11,414,1
152,2,415,1
153,7,416,1
154,1,417,1
155,11,418,2
156,5,420,5
157,1,425,4
158,11,429,1
159,9,430,1
160,10,431,2
161,11,433,13
162,5,446,2
163,1,448,1
164,2,449,1
165,11,450,5
166,1,455,1
167,11,456,6
168,8,462,2
169,1,464,2
170,9,466,5
171,5,471,1
172,0,472,1
173,5,473,1
174,2,474,2
175,9,476,2
176,2,478,1
177,9,479,1
178,1,480,1
179,9,481,2
180,0,483,1
181,1,484,4
182,0,488,2
183,2,490,3
184,8,493,1
185,9,494,2
186,8,496,1
187,9,497,3
188,11,500,12
189,5,512,1
190,9,513,2
191,8,515,2
192,0,517,1
193,1,518,1
194,5,519,2
195,1,521,1
196,9,522,4
197,11,526,13
198,0,539,1
199,9,540,1
200,8,541,2
201,0,543,1
202,8,544,1
203,9,545,1
204,6,546,2
205,1,548,1
206,0,549,2
207,1,551,1
208,6,552,2
209,0,554,1
210,9,555,1
211,5,556,1
212,9,557,1
213,11,558,1
214,9,559,1
215,11,560,13
216,0,573,2
217,5,575,1
218,8,576,2
219,1,578,1
220,8,579,1
221,0,580,2
222,5,582,3
223,8,585,1
224,5,586,1
225,8,587,1
226,5,588,1
227,1,589,1
228,10,590,1
229,2,591,1
230,7,592,1
231,2,593,3
232,0,596,1
233,2,597,6
234,1,603,6
235,2,609,1
236,9,610,4
237,10,614,1
238,7,615,2
239,9,617,4
240,11,621,5
241,2,626,4
242,9,630,2
243,10,632,1
244,9,633,5
245,11,638,5
246,0,643,1
247,6,644,1
248,11,645,4
249,0,649,3
250,2,652,3
251,11,655,1
252,9,656,7
253,8,663,1
254,9,664,3
255,11,667,5
256,8,672,1
257,2,673,1
258,10,674,1
259,2,675,3
260,11,678,1
261,1,679,1
262,11,680,2
263,7,682,1
264,2,683,3
265,7,686,2
266,6,688,3
267,2,691,3
268,0,694,1
269,1,695,2
270,0,697,2
271,2,699,2
272,10,701,1
273,9,702,2
274,0,704,1
275,1,705,1
276,7,706,2
277,2,708,3
278,10,711,1
279,7,712,2
280,2,714,2
281,10,716,2
282,11,718,14
283,5,732,1
284,9,733,5
285,11,738,6
286,8,744,1
287,11,745,6
288,6,751,1
289,8,752,1
290,0,753,1
291,11,754,3
292,8,757,4
293,5,761,2
294,9,763,2
295,11,765,5
296,10,770,1
297,7,771,1
298,9,772,2
299,11,774,3
300,9,777,1
301,8,778,3
302,1,781,4
303,5,785,2
304,11,787,1
305,8,788,1
306,11,789,2
307,8,791,1
308,9,792,3
309,11,795,4
310,0,799,1
311,9,800,1
312,0,801,1
313,9,802,1
314,8,803,1
315,0,804,1
316,1,805,1
317,5,806,4
318,8,810,1
319,5,811,4
320,1,815,3
321,2,818,1
322,11,819,2
323,6,821,1
324,10,822,1
325,14,823,1
326,9,824,1
327,2,825,3
328,1,828,2
329,2,830,2
330,11,832,1
331,1,833,1
332,5,834,2
333,11,836,3
334,6,839,2
335,1,841,1
336,8,842,2
337,5,844,2
338,11,846,3
339,1,849,1
340,5,850,2
341,1,852,6
342,9,858,9
343,8,867,1
344,0,868,1
345,5,869,3
346,8,872,1
347,5,873,2
348,11,875,3
349,1,878,1
350,5,879,1
351,0,880,2
352,2,882,1
353,7,883,1
354,1,884,1
355,2,885,1
356,13,886,1
357,9,887,1
358,2,888,1
359,9,889,7
360,11,896,10
361,2,906,1
362,9,907,2
363,11,909,3
364,0,912,1
365,9,913,3
366,8,916,1
367,9,917,2
368,11,919,1
369,1,920,2
370,11,922,4
371,0,926,1
372,1,927,1
373,9,928,1
374,8,929,2
375,2,931,2
376,7,933,1
377,6,934,2
378,1,936,2
379,7,938,1
380,10,939,2
381,7,941,1
382,2,942,2
383,9,944,4
384,11,948,1
385,5,949,1
386,9,950,1
387,11,951,2
388,9,953,2
389,11,955,9
390,6,964,1
391,2,965,6
392,11,971,9
393,10,980,2
394,11,982,13
395,0,995,1
396,1,996,1
397,10,997,16
398,7,1013,3
399,11,1016,1
400,1,1017,2
401,7,1019,1
402,11,1020,1
403,2,1021,1
404,7,1022,1
405,1,1023,1
406,10,1024,1
407,7,1025,2
408,2,1027,2
409,10,1029,1
410,2,1030,1
411,11,1031,1
412,5,1032,1
413,1,1033,4
414,11,1037,2
415,5,1039,1
416,8,1040,1
417,5,1041,3
418,1,1044,1
419,9,1045,3
420,5,1048,1
421,9,1049,6
422,2,1055,2
423,9,1057,1
424,14,1058,1
425,0,1059,1
426,5,1060,1
427,8,1061,1
428,9,1062,1
429,5,1063,1
430,8,1064,1
431,11,1065,8
432,2,1073,1
433,1,1074,1
434,10,1075,2
435,7,1077,3
436,10,1080,2
437,1,1082,3
438,9,1085,1
439,2,1086,1
440,10,1087,1
441,9,1088,4
442,11,1092,1
443,8,1093,2
444,9,1095,2
445,8,1097,2
446,7,1099,1
447,10,1100,1
448,7,1101,1
449,12,1102,1
450,3,1103,1
451,0,1104,1
452,11,1105,6
453,8,1111,1
454,0,1112,1
455,10,1113,1
456,0,1114,1
457,11,1115,2
458,6,1117,1
459,5,1118,1
460,10,1119,2
461,7,1121,1
462,2,1122,2
463,7,1124,1
464,0,1125,1
465,11,1126,1
466,2,1127,1
467,7,1128,1
468,10,1129,2
469,2,1131,2
470,9,1133,1
471,2,1134,1
472,10,1135,1
473,6,1136,1
474,8,1137,1
475,1,1138,1
476,8,1139,2
477,11,1141,1
478,8,1142,1
479,5,1143,3
480,6,1146,1
481,11,1147,1
482,1,1148,5
483,10,1153,1
484,2,1154,2
485,11,1156,4
486,5,1160,5
487,1,1165,1
488,11,1166,5
489,0,1171,1
490,1,1172,1
491,11,1173,8
492,1,1181,1
493,7,1182,1
494,1,1183,1
495,11,1184,5
496,8,1189,1
497,11,1190,7
498,1,1197,1
499,6,1198,1
500,2,1199,2
501,12,1201,1
502,11,1202,12
503,6,1214,1
504,11,1215,1
505,2,1216,3
506,10,1219,1
507,2,1220,3
508,11,1223,6
509,5,1229,1
510,14,1230,1
511,10,1231,1
512,9,1232,33
513,13,1265,1
514,11,1266,3
515,2,1269,2
