Type,Features,,,,,,,SVM classifier
Frame@10Hz,Relative snout to forepaws placement,Relative snout to hind paws placement,Inter-forepaw distance,Body length,Body angle,Snout displacement,Tail-base displacement,B-SOiD labels
0,16.071992562773545,41.44941609565309,13.286935529763916,53.75818904096546,0.37985484855432616,0.7919082641601562,0.0,1.0
1,14.510337629273963,51.06575005301181,13.261750864724652,59.46229952001937,5.693613195443092,1.072998046875,2.3998870849609375,1.0
2,15.990941055546088,52.61199968374362,13.568368939970647,60.17487918316254,2.7090783510741057,0.46515655517578125,1.5613861083984375,5.0
3,16.708690401540064,53.836480482631934,13.341132508256019,60.874222773453646,-0.4006083013166317,1.5991439819335938,0.60040283203125,5.0
4,16.920287483294192,54.923944379836485,12.703937493549171,61.805930219188625,-0.9448475150345426,2.2062301635742188,0.7052001953125,5.0
5,17.38981802208722,56.78550452362633,12.29656398127781,63.406498040818505,1.6948736497040233,0.8101806640625,0.6530914306640625,5.0
6,16.97200920963646,56.35524514585752,12.746128055433726,63.454536603621435,1.6745449105579733,1.6994094848632812,0.0765838623046875,5.0
7,15.922709650498174,54.80933891393383,12.787823857365398,62.4255557097092,1.923168806894708,1.5239105224609375,0.050201416015625,5.0
8,16.900686813396238,55.931193048377224,12.80114860161083,63.7872069889921,1.2840276515986058,0.5280227661132812,0.0251007080078125,5.0
9,18.697458023377667,58.22483344318549,12.265489958985732,65.8943662177366,-1.223077684269321,2.7728195190429688,0.4486541748046875,5.0
10,20.316677262700793,59.93172552674519,12.76379922545912,67.42860189262271,-3.860278948222157,2.886962890625,0.5010528564453125,5.0
11,18.206108085393282,53.94746696042181,12.813242137679895,62.81823656177759,-17.127896438544965,0.0,4.6103057861328125,8.0
12,12.699586680889809,44.26036988088386,12.384029067978837,57.81736019244062,-18.013099128202356,7.9627838134765625,4.2997589111328125,9.0
13,11.237935277076815,38.20856888325446,11.611982656801313,53.01913134700962,-11.985838131221119,4.188896179199219,0.406829833984375,9.0
14,12.167454887438392,40.39949670447356,11.710429749293816,54.76471246340262,-13.91447994346948,0.8340606689453125,0.6251220703125,9.0
15,13.14200654120236,44.39226499779079,12.568119455549551,58.96847953266739,-12.111615998688684,0.3127593994140625,3.0849761962890625,9.0
16,14.458693916414475,49.022891283930605,12.74169208036075,63.75679131088541,-6.9152746834912,3.663726806640625,4.9107666015625,8.0
17,15.438320630576825,52.44887393391737,12.16595769281594,67.0401297026477,-7.644205429047162,1.2658538818359375,5.87652587890625,8.0
18,15.734132613540243,53.57382848397195,11.650886864807294,68.05937361345812,-7.87254833259265,1.9774932861328125,5.7259368896484375,8.0
19,16.41468600608577,52.67288410441183,12.896886310971539,68.71659047597959,-9.251587608596127,7.246711730957031,2.6701507568359375,5.0
20,15.188055696409617,53.76723403830693,13.268915790671295,68.29002236623161,-7.503580578140852,2.846527099609375,5.8507232666015625,8.0
21,16.18316090997378,53.9146485702529,12.936533642114975,67.3915468757455,-7.885268449901806,0.6488494873046875,8.675369262695312,8.0
22,15.75687546273915,50.254805547209926,12.131608381986506,66.19487066837588,-2.2993392472136227,1.1450653076171875,3.880615234375,5.0
23,14.681742023008752,52.14168876813495,12.487793516579915,67.47664159599455,1.6598590097156494,1.6102142333984375,0.4693450927734375,5.0
24,15.438691973324673,54.725086047800886,12.569933318341512,66.7133238126085,2.1349113901489787,2.2178192138671875,0.0767059326171875,5.0
25,14.696280061390784,55.88496408366725,12.637858141304445,66.42939093786984,-1.4076423314512438,0.0,1.571746826171875,5.0
26,16.2183702429914,55.99829444385757,12.29376712163909,66.33963290611213,-4.497996019444607,1.9678497314453125,3.2865753173828125,5.0
27,16.429687204054364,51.62575103214059,12.059109752599557,67.64229988349639,-5.327578976801839,5.3860015869140625,0.89306640625,5.0
28,17.86734904693118,52.843981618393116,13.959562327280949,67.6055208044074,-3.787850393009968,4.462860107421875,0.11956787109375,5.0
29,16.129815741887597,53.668663503396466,12.80673837651468,66.74051760571851,-7.9112951261857445,7.3096923828125,1.4087677001953125,5.0
30,18.884247767461954,54.6776504750767,13.320956545970068,66.24202440629017,-5.063276144689247,3.06781005859375,2.8031692504882812,5.0
31,19.076977756715863,56.784761630416405,13.18350925349543,69.570644665934,-5.656984969587424,6.906524658203125,0.22782135009765625,5.0
32,20.0767691989379,55.109520773712944,14.040877547155343,69.42370238772226,-7.399626065590052,7.600128173828125,0.10915374755859375,5.0
33,20.643793353563865,52.29388900530202,13.851233335489505,68.51279592702303,-7.4056733261382135,6.24932861328125,0.1195068359375,5.0
34,20.85811192571483,51.69180629493371,15.148863412105051,68.62795732761799,-4.615216865035249,8.10382080078125,3.1242141723632812,8.0
35,21.174273872795037,53.62604444676357,14.9709506172113,69.76830159457472,-5.963612275286372,6.11639404296875,1.0271453857421875,5.0
36,19.671399360773172,50.899182478545484,12.301977510872938,67.62535079918871,-11.77789408716531,3.807891845703125,0.0425872802734375,5.0
37,17.752590441740455,47.07489526494313,12.327215549610633,62.90121926970891,-10.474758243755762,1.6530609130859375,0.7790679931640625,5.0
38,17.91879687708954,48.041180303008396,13.000336001150568,64.11635515392784,-7.52753610078929,4.511627197265625,1.0225677490234375,5.0
39,17.039421913127597,51.75133195952371,12.431589549103899,65.96465078319022,-7.30492907548194,6.9710540771484375,3.91693115234375,8.0
40,16.457341675612554,56.94257165006735,11.844417966615353,68.43315796950912,-3.3024505026812645,6.4317169189453125,4.310089111328125,8.0
41,17.151569815346246,59.21300566522304,11.538436158913344,69.48336023190373,-0.5777115905392803,3.4046478271484375,2.568084716796875,5.0
42,16.69298233650903,59.92986189888808,11.377409150557579,69.60741974032084,-0.24943467007999262,2.4445648193359375,2.677978515625,5.0
43,16.261712272087955,60.63265219119877,11.408357271249788,69.69513163073233,-2.544404433525554,1.407928466796875,1.0773468017578125,5.0
44,16.43740281704895,61.19776431094199,10.810255041572685,70.02837063515372,-1.8379252309493397,0.0,0.3702239990234375,5.0
45,15.492156900977786,58.05030495127987,11.3757545179446,67.05669644473006,0.5875234089070979,3.914215087890625,0.62646484375,5.0
46,15.091072980779071,57.12099275998449,11.39884500295654,66.24581877100348,-0.08427224379677464,0.7543182373046875,0.0,5.0
47,14.864850253968072,56.92656104354742,11.213579596991558,65.5176091389069,-0.9867567270211217,0.0,0.4959564208984375,5.0
