,Stats,,,,,,
B-SOiD labels,Percent of time,Mean duration (frames),10th %tile (frames),25th %tile (frames),50th %tile (frames),75th %tile (frames),90th %tile (frames)
0,0.03463581949021454,1.3994565217391304,1.0,1.0,1.0,2.0,2.0
1,0.1596610397471249,2.313840155945419,1.0,1.0,1.0,3.0,4.0
2,0.14674826820902548,2.848563968668407,1.0,1.0,2.0,3.0,6.0
3,0.003026430829242047,1.4516129032258065,1.0,1.0,1.0,1.0,2.0
4,0.0,,0.0,0.0,0.0,0.0,0.0
5,0.09772008877530433,2.3136942675159236,1.0,1.0,2.0,3.0,5.0
6,0.012845517519671801,1.3172413793103448,1.0,1.0,1.0,1.0,2.0
7,0.08500907929248773,1.915151515151515,1.0,1.0,1.0,2.0,4.0
8,0.0324164368821037,1.3693181818181819,1.0,1.0,1.0,2.0,2.0
9,0.11265048086623176,2.8534923339011926,1.0,1.0,2.0,3.0,6.0
10,0.09980496334655996,2.4367816091954024,1.0,1.0,1.0,3.0,5.0
11,0.21117761786266728,4.051612903225807,1.0,1.0,2.0,5.0,10.0
12,0.0026229067186764408,1.1470588235294117,1.0,1.0,1.0,1.0,2.0
13,0.0008743022395588136,1.625,1.0,1.0,1.0,1.25,2.8999999999999995
