,B-SOiD labels,Start time (frames),Run lengths
0,5,0,3
1,1,3,1
2,2,4,3
3,7,7,1
4,2,8,2
5,1,10,5
6,7,15,1
7,1,16,2
8,10,18,1
9,1,19,1
10,5,20,5
11,10,25,1
12,1,26,4
13,10,30,2
14,1,32,3
15,7,35,1
16,2,36,1
17,7,37,1
18,2,38,1
19,9,39,1
20,10,40,1
21,11,41,3
22,9,44,1
23,8,45,5
24,5,50,3
25,10,53,1
26,5,54,4
27,11,58,1
28,1,59,1
29,5,60,2
30,9,62,2
31,11,64,1
32,5,65,1
33,1,66,1
34,11,67,1
35,1,68,2
36,11,70,3
37,1,73,2
38,10,75,1
39,1,76,1
40,7,77,1
41,10,78,1
42,7,79,3
43,10,82,1
44,7,83,1
45,10,84,3
46,2,87,1
47,11,88,13
48,5,101,1
49,9,102,1
50,0,103,1
51,11,104,1
52,1,105,1
53,0,106,2
54,1,108,6
55,2,114,3
56,0,117,2
57,1,119,1
58,5,120,2
59,1,122,5
60,9,127,2
61,1,129,2
62,9,131,3
63,10,134,2
64,7,136,1
65,2,137,5
66,7,142,1
67,11,143,2
68,5,145,2
69,11,147,8
70,5,155,1
71,1,156,1
72,11,157,10
73,1,167,2
74,5,169,2
75,0,171,1
76,11,172,3
77,1,175,3
78,11,178,1
79,1,179,1
80,11,180,2
81,1,182,2
82,5,184,5
83,11,189,2
84,12,191,2
85,2,193,4
86,11,197,4
87,7,201,1
88,2,202,3
89,6,205,2
90,0,207,1
91,8,208,1
92,5,209,2
93,8,211,1
94,5,212,2
95,10,214,4
96,7,218,1
97,1,219,1
98,5,220,1
99,1,221,1
100,5,222,2
101,9,224,3
102,5,227,2
103,11,229,1
104,1,230,2
105,5,232,1
106,9,233,1
107,7,234,1
108,10,235,1
109,2,236,2
110,7,238,1
111,10,239,4
112,2,243,1
113,11,244,16
114,5,260,2
115,1,262,3
116,5,265,2
117,8,267,1
118,9,268,2
119,10,270,2
120,7,272,1
121,10,273,1
122,1,274,1
123,7,275,1
124,10,276,1
125,2,277,2
126,1,279,2
127,7,281,1
128,2,282,3
129,1,285,1
130,11,286,1
131,5,287,11
132,1,298,3
133,9,301,3
134,5,304,1
135,1,305,2
136,5,307,1
137,9,308,1
138,5,309,1
139,8,310,1
140,5,311,3
141,11,314,1
142,1,315,3
143,10,318,1
144,1,319,1
145,5,320,1
146,1,321,3
147,5,324,1
148,9,325,2
149,5,327,1
150,11,328,1
151,8,329,1
152,9,330,3
153,5,333,2
154,10,335,1
155,9,336,4
156,5,340,5
157,1,345,3
158,9,348,2
159,5,350,1
160,2,351,1
161,1,352,3
162,11,355,1
163,5,356,1
164,11,357,1
165,5,358,7
166,1,365,3
167,7,368,1
168,1,369,1
169,11,370,2
170,5,372,1
171,11,373,1
172,5,374,7
173,11,381,6
174,5,387,5
175,9,392,2
176,1,394,1
177,5,395,1
178,1,396,2
179,5,398,3
180,1,401,4
181,5,405,1
182,9,406,1
183,5,407,3
184,10,410,1
185,1,411,3
