Type,Features,,,,,,,SVM classifier
Frame@10Hz,Relative snout to forepaws placement,Relative snout to hind paws placement,Inter-forepaw distance,Body length,Body angle,Snout displacement,Tail-base displacement,B-SOiD labels
0,16.68417307875747,46.99656020298197,13.141042043205882,62.79566038943409,-2.85509258756407,4.20904541015625,0.477203369140625,5.0
1,14.643739345007553,48.35642797351219,14.790277781334742,62.326995462566956,0.6383156546698414,0.0,0.0,5.0
2,15.199438030110464,47.25774043899332,14.917160029736255,61.20746596919242,1.725036591206404,0.13507080078125,0.193084716796875,5.0
3,13.878394906756483,41.27465448730499,14.419792164777622,56.4645404812249,7.151654006302891,0.7904052734375,1.43310546875,1.0
4,11.248423946165321,35.83596404559721,13.375995323822298,51.21677143928251,6.507131292882654,0.741973876953125,1.984649658203125,2.0
5,10.987834147932238,24.273576929425907,13.056094940842254,39.979692016948505,12.430054204789796,0.196533203125,8.8243408203125,2.0
6,11.699501716795277,21.945228001830927,15.430396373330343,37.01991960807867,6.078092530545326,0.134063720703125,0.488067626953125,2.0
7,12.335511391791224,21.922552109528446,15.887884889578366,36.99993481383564,1.5791012645821472,0.0,0.16265869140625,7.0
8,13.921740682697358,22.13408904064363,12.878512004201355,36.32505239789207,14.724891848332748,1.32080078125,0.0,2.0
9,16.36302994205839,23.873957016621123,13.158713762109109,36.97048411764544,12.818842273527842,0.131500244140625,0.996795654296875,2.0
10,17.79012699153526,25.75122082320951,12.966365930874451,38.2452731127344,5.002866800997407,0.388671875,0.7357177734375,1.0
11,18.719340056672937,24.17172863625595,12.955310495055379,38.005688268332776,4.685359263675938,0.388671875,2.20330810546875,1.0
12,18.88429757629121,21.731953610064945,13.506998176537959,36.3385770047997,1.0796320117603553,0.046112060546875,2.192535400390625,1.0
13,18.898078573245876,20.754334142754384,14.120499433254409,35.04902799529923,-3.1227844617804528,0.63226318359375,0.795928955078125,1.0
14,18.04409808370248,19.085948419621015,14.701851714321442,33.148064946790996,-3.844151499764678,0.611114501953125,0.9658203125,1.0
15,18.05277539472084,19.35148766965208,15.184106926195486,32.27927810394511,3.024018840950936,0.09051513671875,1.007904052734375,7.0
16,18.170315536971138,19.742913117634046,14.83353751660902,32.62536673832529,1.1082501056230445,0.157318115234375,0.035400390625,1.0
17,18.157850005450477,20.542925606556498,14.023082631689444,34.99680157979434,0.7292875875155272,0.526336669921875,3.265716552734375,1.0
18,21.020910379269317,28.52106175586664,13.603997452966947,45.769339557553025,16.236349398436726,1.734527587890625,5.589691162109375,10.0
19,23.64595971598517,41.48672763867853,13.099006703338414,57.96827887515229,5.725459952658891,0.40496826171875,1.3961181640625,1.0
20,22.94264495732613,50.41868080662248,13.289124788413751,66.99216129246348,5.983452736689948,0.0,0.0,5.0
21,22.774887184294194,54.38780397310645,13.800403577271329,70.69235405790897,4.529653239832134,0.109710693359375,4.294921875,5.0
22,23.048621460913722,46.49341614531639,13.271770870970853,68.42931649868154,-0.9217285140519698,0.655670166015625,0.508087158203125,5.0
23,23.77560419166378,40.883297718446535,14.58375889812353,60.304765995221146,-6.24068614589695,0.03106689453125,2.344268798828125,5.0
24,25.060952623355927,36.91853444965314,14.940454449029133,58.37144642088155,-6.060187324014176,0.033660888671875,3.87744140625,5.0
25,23.35447409117417,33.06951680966834,14.82178273786826,54.04156269585816,-3.8958165195780072,0.033660888671875,0.0,10.0
26,24.21770464016921,30.524837726823392,14.549022390995184,52.40934469489305,-0.590324561665783,0.613250732421875,1.345428466796875,1.0
27,24.355466361208563,28.22028726326471,14.343567724853358,50.42891515155642,1.8319446731740365,1.4449462890625,3.548095703125,1.0
28,23.785013828732783,28.41267286169844,14.331719614824944,51.153354013325355,1.003445130193486,0.0,0.0,1.0
29,23.33137484779172,29.417616033576042,14.453958424338317,51.83191169320348,-0.49987810684526074,1.4429931640625,2.3426513671875,1.0
30,21.433408599513207,28.46350554623556,15.963478044984107,50.647730145392444,-6.4026786265358115,1.056976318359375,3.2362060546875,10.0
31,18.91435495207905,25.739825385636586,15.616119251120011,46.5323811025303,-5.823899383900484,0.15545654296875,0.36370849609375,10.0
32,16.88021602024982,25.337214230783168,13.546636178332573,45.44254057242851,-4.851794139304435,2.180908203125,0.2784423828125,1.0
33,17.944117608305866,24.75251398186324,13.402226441821796,42.871938144847476,0.4465296907099463,0.2689208984375,3.227508544921875,1.0
34,18.121606195433657,24.508681641205335,13.771183956984082,42.5500027779375,-0.4281389352988444,0.0,0.266326904296875,1.0
35,17.903234092333896,24.283145571247,14.489619903247998,43.333937561018374,0.14979922973565585,1.365264892578125,1.677276611328125,7.0
36,18.959837416780964,29.08605060804262,13.011605641754713,49.937298897371676,31.9392278839708,13.878509521484375,0.0,2.0
37,16.533219873380794,32.78464020210362,14.791108331095852,55.784227790033064,16.330048671104088,11.339813232421875,1.680816650390625,7.0
38,12.375343676354895,33.51280096032906,15.659732151341915,56.21689134045755,20.471664617280442,14.80645751953125,5.305816650390625,2.0
39,13.067916633034688,42.006768492740534,10.73352945323871,58.67964142089181,35.63890913586657,27.506256103515625,5.36083984375,9.0
40,10.32988015276581,42.66891635277932,13.019359811297907,60.28418197974758,34.237567364429324,15.4541015625,1.22259521484375,10.0
41,13.612914301324807,47.82392316200534,12.168911954284214,64.93225659615857,7.801797158900969,10.3729248046875,4.480194091796875,11.0
42,16.04918126422959,50.78895748306685,11.878172228120192,68.19861972011353,0.6051626668541563,18.308319091796875,17.831634521484375,11.0
43,13.738125872147968,45.944159426018416,12.128363507269206,62.94891838450679,-6.1280323443084574,7.628265380859375,13.094085693359375,11.0
44,13.021875241563581,47.46538276609063,11.847253064212218,63.94961691654383,-22.1323428505206,0.624481201171875,4.6444091796875,9.0
45,14.526998701492793,48.65237291569497,12.740054911135584,65.96512164875858,-6.131182264398172,0.0,3.35406494140625,8.0
46,15.982855520004193,45.962082012879335,13.962322470346397,64.51009645482586,-12.783001905297048,5.55413818359375,5.52850341796875,8.0
47,16.30518070827466,47.71408389826235,14.052500079294822,64.68535709432567,-12.685454453761473,0.443939208984375,10.491424560546875,8.0
48,17.682087512153416,51.16121390415736,14.749138642475245,68.34876439767285,-8.946288921510618,0.723663330078125,8.3699951171875,8.0
49,16.28962048378519,51.04603586169689,13.974403600996325,67.53540763385857,-8.787739751351896,0.978851318359375,11.6119384765625,8.0
50,17.66018383087504,48.2079575702286,14.557138934592082,66.17938447326637,-4.824621379959193,5.561126708984375,0.2857666015625,5.0
51,18.337149001049184,46.940190967859536,15.985382983843982,65.38159361462486,-4.614456155130972,5.164215087890625,0.08172607421875,5.0
52,18.394335794214307,44.88578659803555,15.899200954078648,63.35262177423738,-2.6506939227816044,0.0,2.988189697265625,5.0
53,18.260455814281837,43.488297668424956,15.93645024568189,61.78382528013461,-0.19349212374631003,1.264984130859375,1.446380615234375,10.0
