,B-SOiD labels,Start time (frames),Run lengths
0,8,0,2
1,5,2,21
2,1,23,11
3,5,34,7
4,8,41,2
5,5,43,3
6,9,46,6
7,0,52,2
8,8,54,3
9,0,57,1
10,8,58,2
11,11,60,5
12,8,65,2
13,0,67,1
14,8,68,2
15,5,70,1
16,8,71,2
17,5,73,2
18,8,75,2
19,5,77,6
20,1,83,1
21,8,84,6
22,11,90,1
23,8,91,1
24,11,92,9
25,8,101,4
26,0,105,1
27,1,106,2
28,5,108,21
29,1,129,2
30,11,131,2
31,5,133,2
32,1,135,1
33,5,136,1
34,8,137,1
35,11,138,2
36,9,140,3
37,5,143,2
38,9,145,1
39,8,146,6
40,5,152,3
41,8,155,1
42,5,156,23
43,11,179,9
44,5,188,1
45,1,189,3
46,7,192,2
47,2,194,6
48,7,200,1
49,2,201,2
50,10,203,4
51,1,207,1
52,9,208,1
53,11,209,2
54,2,211,3
55,10,214,1
56,2,215,1
57,11,216,9
58,5,225,5
59,1,230,1
60,8,231,2
61,5,233,9
62,1,242,3
63,11,245,35
64,5,280,4
65,1,284,1
66,11,285,1
67,6,286,1
68,11,287,5
69,8,292,1
70,5,293,18
71,11,311,4
72,5,315,16
73,1,331,2
74,11,333,44
75,0,377,3
76,11,380,2
77,2,382,1
78,11,383,7
79,0,390,1
80,5,391,2
81,11,393,7
82,1,400,3
83,0,403,2
84,1,405,1
85,5,406,2
86,1,408,7
87,11,415,1
88,1,416,3
89,5,419,2
90,1,421,1
91,5,422,3
92,1,425,5
93,5,430,11
94,1,441,9
95,9,450,10
96,2,460,4
97,10,464,3
98,11,467,35
99,5,502,4
100,11,506,8
101,5,514,16
102,0,530,1
103,11,531,24
104,9,555,1
105,11,556,1
106,9,557,1
107,11,558,5
108,0,563,1
109,11,564,2
110,1,566,1
111,5,567,1
112,1,568,1
113,11,569,2
114,2,571,1
115,11,572,6
116,5,578,3
117,1,581,1
118,11,582,46
119,1,628,2
120,2,630,1
121,1,631,1
122,11,632,8
123,1,640,1
124,5,641,4
125,11,645,3
126,1,648,1
127,5,649,3
128,8,652,3
129,5,655,2
130,11,657,34
131,0,691,2
132,11,693,7
133,1,700,7
134,11,707,3
135,7,710,1
136,2,711,1
137,11,712,5
138,5,717,2
139,1,719,1
140,11,720,30
141,6,750,1
142,0,751,1
143,9,752,15
144,11,767,2
145,9,769,1
146,11,770,17
147,1,787,2
148,11,789,4
149,1,793,5
150,9,798,7
151,8,805,4
152,5,809,5
153,8,814,1
154,11,815,1
155,5,816,3
156,8,819,2
157,1,821,1
158,5,822,3
159,1,825,1
160,5,826,2
161,0,828,2
162,11,830,2
163,2,832,5
164,11,837,5
165,0,842,5
166,2,847,2
167,10,849,5
168,2,854,2
169,9,856,5
170,0,861,1
171,2,862,2
172,9,864,2
173,0,866,1
174,9,867,11
175,11,878,19
176,8,897,4
177,0,901,1
178,8,902,1
179,11,903,2
180,8,905,1
181,5,906,2
182,8,908,2
183,0,910,1
184,9,911,1
185,0,912,2
186,7,914,2
187,1,916,5
188,11,921,4
189,0,925,1
190,7,926,2
191,2,928,1
192,7,929,1
193,9,930,3
194,8,933,1
195,9,934,6
196,11,940,22
197,6,962,1
198,5,963,1
199,9,964,3
200,8,967,4
201,0,971,1
202,8,972,1
203,0,973,1
204,5,974,5
205,8,979,4
206,5,983,2
207,11,985,6
208,2,991,2
209,11,993,2
210,6,995,2
211,0,997,1
212,6,998,1
213,11,999,1
214,6,1000,2
215,11,1002,2
216,0,1004,1
217,1,1005,1
218,7,1006,2
219,9,1008,2
220,11,1010,1
221,9,1011,4
222,0,1015,1
223,2,1016,3
224,10,1019,2
225,7,1021,1
226,3,1022,2
227,5,1024,3
228,10,1027,3
229,14,1030,1
230,9,1031,12
231,10,1043,1
232,2,1044,1
233,10,1045,2
234,2,1047,2
235,11,1049,48
236,2,1097,7
237,9,1104,9
238,10,1113,2
239,11,1115,29
240,8,1144,3
241,5,1147,3
242,11,1150,9
243,1,1159,4
244,6,1163,1
245,0,1164,1
246,1,1165,1
247,0,1166,3
248,11,1169,2
249,1,1171,4
250,7,1175,1
251,2,1176,2
252,10,1178,2
253,11,1180,33
254,1,1213,1
255,5,1214,1
256,11,1215,4
257,2,1219,4
258,11,1223,32
259,0,1255,2
260,2,1257,2
261,11,1259,4
262,10,1263,2
263,0,1265,1
264,5,1266,5
265,10,1271,2
266,5,1273,2
267,9,1275,1
268,13,1276,1
269,10,1277,5
270,2,1282,6
271,11,1288,3
272,8,1291,1
273,5,1292,6
274,11,1298,4
275,5,1302,4
276,11,1306,27
277,8,1333,1
278,5,1334,1
279,9,1335,2
280,2,1337,1
281,9,1338,2
282,2,1340,3
283,11,1343,14
284,7,1357,1
285,2,1358,1
286,11,1359,5
287,1,1364,4
288,11,1368,3
289,5,1371,17
290,6,1388,1
291,11,1389,1
292,10,1390,2
293,14,1392,1
294,10,1393,2
295,2,1395,1
296,9,1396,9
297,2,1405,2
298,10,1407,1
299,11,1408,41
300,5,1449,2
301,1,1451,1
302,11,1452,7
303,6,1459,1
304,0,1460,1
305,11,1461,1
306,12,1462,1
307,11,1463,26
308,1,1489,1
309,9,1490,4
310,10,1494,2
311,9,1496,1
312,10,1497,3
313,9,1500,4
314,5,1504,1
315,8,1505,1
316,11,1506,2
317,1,1508,1
318,5,1509,13
319,1,1522,1
320,11,1523,1
321,2,1524,2
322,10,1526,1
323,0,1527,1
324,11,1528,4
325,1,1532,21
326,2,1553,1
327,9,1554,5
328,2,1559,6
329,11,1565,2
330,5,1567,2
331,8,1569,1
332,11,1570,1
333,8,1571,2
334,5,1573,1
335,8,1574,1
336,11,1575,2
337,8,1577,1
338,1,1578,1
339,5,1579,1
340,1,1580,1
341,11,1581,9
342,12,1590,1
343,11,1591,3
344,5,1594,5
345,0,1599,1
346,11,1600,1
347,10,1601,3
348,11,1604,18
349,1,1622,1
350,5,1623,4
351,1,1627,8
352,10,1635,10
353,7,1645,5
354,2,1650,3
355,11,1653,8
356,1,1661,1
357,8,1662,1
358,11,1663,12
359,1,1675,1
360,9,1676,4
361,5,1680,1
362,1,1681,6
363,10,1687,1
364,7,1688,7
365,2,1695,3
366,7,1698,2
367,2,1700,5
368,7,1705,1
369,2,1706,1
370,10,1707,2
371,1,1709,5
372,5,1714,1
373,1,1715,1
374,5,1716,1
375,1,1717,1
376,11,1718,3
377,5,1721,12
378,11,1733,4
379,5,1737,4
380,8,1741,2
381,5,1743,1
382,8,1744,1
383,0,1745,2
384,5,1747,4
385,10,1751,2
386,9,1753,4
387,0,1757,3
388,10,1760,12
389,9,1772,24
390,2,1796,3
391,9,1799,4
392,5,1803,2
393,8,1805,3
394,0,1808,1
395,6,1809,2
396,1,1811,1
397,11,1812,4
398,1,1816,2
399,5,1818,2
400,1,1820,5
401,0,1825,1
402,6,1826,4
403,1,1830,5
404,10,1835,6
405,7,1841,6
406,2,1847,5
407,9,1852,9
408,2,1861,4
409,7,1865,6
410,2,1871,3
411,9,1874,5
412,10,1879,1
413,1,1880,1
414,10,1881,2
415,2,1883,4
416,7,1887,5
417,2,1892,9
418,11,1901,2
419,5,1903,3
420,11,1906,3
421,2,1909,1
422,11,1910,37
423,1,1947,1
424,11,1948,4
425,1,1952,4
426,0,1956,1
427,2,1957,4
428,11,1961,7
429,2,1968,2
430,10,1970,10
431,14,1980,5
432,9,1985,35
433,6,2020,1
434,9,2021,7
435,14,2028,2
436,5,2030,2
437,8,2032,5
438,11,2037,1
439,1,2038,1
440,5,2039,1
441,8,2040,1
442,11,2041,7
443,8,2048,1
444,11,2049,3
445,1,2052,2
446,0,2054,1
447,2,2055,1
448,10,2056,2
449,2,2058,4
450,9,2062,4
451,2,2066,1
452,10,2067,4
453,2,2071,4
454,11,2075,1
455,2,2076,1
456,11,2077,4
457,1,2081,1
458,5,2082,6
459,1,2088,2
460,5,2090,2
461,1,2092,3
462,11,2095,14
463,5,2109,2
464,10,2111,1
465,3,2112,1
466,2,2113,2
467,10,2115,2
468,2,2117,1
469,11,2118,3
470,5,2121,1
471,0,2122,1
472,5,2123,2
473,1,2125,3
474,5,2128,2
475,11,2130,5
476,5,2135,6
477,1,2141,5
478,11,2146,6
479,8,2152,2
480,5,2154,3
481,8,2157,1
482,11,2158,1
483,1,2159,1
484,11,2160,2
485,0,2162,1
486,1,2163,6
487,10,2169,8
488,1,2177,1
489,9,2178,3
490,5,2181,6
491,1,2187,2
492,0,2189,1
493,9,2190,2
494,5,2192,5
495,10,2197,3
496,2,2200,3
497,0,2203,1
498,1,2204,11
499,11,2215,1
500,1,2216,10
501,11,2226,1
502,9,2227,8
503,8,2235,3
504,0,2238,1
505,5,2239,1
506,8,2240,2
507,5,2242,5
508,8,2247,3
509,5,2250,2
510,11,2252,2
511,1,2254,1
512,5,2255,1
513,1,2256,4
514,10,2260,2
515,2,2262,5
516,9,2267,11
517,11,2278,27
518,8,2305,1
519,9,2306,5
520,2,2311,5
521,10,2316,1
522,9,2317,5
523,1,2322,3
524,10,2325,2
525,1,2327,1
526,9,2328,6
527,11,2334,25
528,2,2359,3
529,11,2362,1
530,0,2363,2
531,9,2365,8
532,8,2373,3
533,0,2376,1
534,8,2377,2
535,5,2379,2
536,1,2381,2
537,8,2383,1
538,0,2384,1
539,5,2385,7
540,6,2392,1
541,10,2393,4
542,2,2397,4
543,7,2401,1
544,2,2402,4
545,7,2406,5
546,9,2411,2
547,2,2413,4
548,9,2417,2
549,2,2419,6
550,9,2425,6
551,11,2431,23
552,5,2454,4
553,9,2458,1
554,8,2459,3
555,0,2462,3
556,8,2465,1
557,6,2466,1
558,3,2467,1
559,0,2468,2
560,6,2470,1
561,0,2471,2
562,3,2473,2
563,0,2475,1
564,3,2476,1
565,6,2477,4
566,0,2481,1
567,2,2482,1
568,7,2483,3
569,2,2486,9
570,7,2495,1
571,1,2496,1
572,0,2497,2
573,9,2499,3
574,0,2502,2
575,1,2504,2
576,9,2506,6
577,11,2512,2
578,9,2514,1
579,2,2515,1
580,9,2516,1
581,2,2517,4
582,9,2521,3
583,11,2524,28
584,6,2552,1
585,8,2553,1
586,6,2554,1
587,0,2555,1
588,9,2556,9
589,8,2565,2
590,11,2567,1
591,8,2568,2
592,11,2570,18
593,0,2588,1
594,5,2589,4
595,9,2593,27
596,2,2620,1
597,0,2621,4
598,8,2625,2
599,0,2627,1
600,3,2628,1
601,6,2629,1
602,11,2630,3
603,1,2633,6
604,8,2639,2
605,6,2641,3
606,11,2644,3
607,9,2647,2
608,0,2649,5
609,6,2654,1
610,7,2655,2
611,1,2657,1
612,10,2658,16
613,2,2674,11
614,9,2685,9
615,2,2694,4
616,0,2698,1
617,1,2699,1
618,11,2700,1
619,5,2701,7
620,6,2708,1
621,11,2709,1
622,5,2710,9
623,0,2719,2
624,11,2721,1
625,10,2722,3
626,11,2725,26
627,1,2751,10
628,10,2761,1
629,2,2762,1
630,11,2763,24
631,7,2787,1
632,2,2788,2
633,11,2790,4
634,1,2794,4
635,10,2798,1
636,7,2799,4
637,2,2803,7
638,11,2810,1
639,2,2811,2
640,10,2813,3
641,11,2816,30
642,0,2846,1
643,6,2847,1
644,11,2848,4
645,1,2852,1
646,10,2853,7
647,7,2860,1
648,11,2861,1
649,7,2862,1
650,1,2863,1
651,11,2864,7
652,5,2871,2
653,1,2873,1
654,11,2874,11
655,6,2885,1
656,8,2886,1
657,11,2887,1
658,0,2888,1
659,2,2889,3
660,11,2892,8
661,9,2900,1
662,0,2901,1
663,11,2902,1
664,0,2903,2
665,2,2905,3
666,7,2908,1
667,11,2909,9
668,1,2918,3
669,11,2921,22
670,2,2943,3
671,10,2946,8
672,11,2954,27
673,0,2981,3
674,11,2984,1
675,6,2985,1
676,0,2986,2
677,5,2988,2
678,14,2990,10
679,9,3000,23
680,10,3023,2
681,14,3025,2
682,9,3027,5
683,14,3032,2
684,9,3034,2
685,2,3036,3
686,10,3039,1
687,2,3040,3
688,11,3043,3
689,1,3046,1
690,5,3047,4
691,1,3051,2
692,5,3053,1
693,1,3054,1
694,11,3055,2
695,1,3057,2
696,11,3059,7
697,1,3066,2
698,0,3068,1
699,8,3069,2
700,1,3071,2
701,10,3073,13
702,7,3086,1
703,2,3087,2
704,10,3089,1
705,2,3090,2
706,7,3092,1
707,9,3093,7
708,8,3100,3
709,1,3103,1
710,8,3104,1
711,11,3105,4
712,1,3109,11
713,9,3120,8
714,8,3128,3
715,11,3131,1
716,8,3132,1
717,5,3133,14
718,0,3147,1
719,2,3148,3
720,0,3151,1
721,10,3152,2
722,2,3154,9
723,6,3163,1
724,2,3164,10
725,9,3174,8
726,11,3182,24
727,5,3206,20
728,14,3226,1
729,9,3227,23
730,2,3250,1
731,9,3251,4
732,1,3255,1
733,7,3256,1
734,1,3257,1
735,6,3258,2
736,0,3260,1
737,1,3261,1
738,8,3262,1
739,0,3263,2
740,1,3265,1
741,11,3266,2
742,1,3268,3
743,5,3271,2
744,1,3273,8
745,0,3281,1
746,1,3282,5
747,6,3287,1
748,11,3288,3
749,1,3291,6
750,10,3297,3
751,7,3300,1
752,2,3301,18
753,11,3319,35
754,10,3354,1
755,2,3355,2
756,10,3357,1
757,11,3358,8
758,1,3366,1
759,11,3367,4
760,0,3371,1
761,1,3372,2
762,8,3374,2
763,1,3376,2
764,5,3378,7
765,1,3385,2
766,5,3387,1
767,1,3388,1
768,7,3389,1
769,2,3390,1
770,11,3391,16
771,10,3407,3
772,2,3410,9
773,1,3419,2
774,11,3421,1
775,8,3422,1
776,5,3423,4
777,11,3427,1
778,5,3428,10
779,0,3438,1
780,11,3439,1
781,2,3440,3
782,10,3443,4
783,13,3447,1
784,9,3448,4
785,2,3452,1
786,10,3453,2
787,3,3455,1
788,11,3456,6
789,5,3462,3
790,9,3465,5
791,10,3470,1
792,5,3471,5
793,10,3476,1
794,2,3477,2
795,10,3479,1
796,11,3480,4
797,0,3484,1
798,10,3485,3
799,0,3488,3
800,11,3491,7
801,5,3498,3
802,1,3501,5
803,10,3506,3
804,1,3509,7
805,0,3516,1
806,1,3517,1
807,7,3518,3
808,1,3521,2
809,11,3523,3
810,5,3526,6
811,1,3532,1
812,8,3533,2
813,5,3535,3
814,1,3538,1
