,B-SOiD labels,Start time (frames),Run lengths
0,8,0,1
1,5,1,11
2,1,12,5
3,5,17,4
4,8,21,1
5,5,22,1
6,9,23,3
7,0,26,1
8,8,27,3
9,11,30,3
10,8,33,2
11,5,35,1
12,8,36,1
13,5,37,1
14,8,38,1
15,5,39,3
16,8,42,3
17,11,45,6
18,8,51,2
19,1,53,1
20,5,54,11
21,1,65,1
22,11,66,1
23,5,67,2
24,11,69,1
25,9,70,2
26,5,72,1
27,8,73,3
28,5,76,14
29,11,90,4
30,5,94,1
31,1,95,1
32,7,96,1
33,2,97,3
34,7,100,1
35,2,101,1
36,10,102,2
37,9,104,1
38,11,105,1
39,2,106,1
40,10,107,1
41,11,108,5
42,5,113,2
43,1,115,1
44,8,116,1
45,5,117,4
46,1,121,2
47,11,123,17
48,5,140,2
49,1,142,1
50,6,143,1
51,11,144,2
52,8,146,1
53,5,147,9
54,11,156,2
55,5,158,8
56,1,166,1
57,11,167,22
58,0,189,1
59,11,190,1
60,2,191,1
61,11,192,3
62,0,195,1
63,5,196,1
64,11,197,3
65,1,200,2
66,0,202,1
67,5,203,1
68,1,204,6
69,5,210,3
70,1,213,2
71,5,215,6
72,1,221,4
73,9,225,5
74,2,230,2
75,10,232,2
76,11,234,17
77,5,251,2
78,11,253,4
79,5,257,8
80,0,265,1
81,11,266,17
82,1,283,2
83,11,285,4
84,5,289,2
85,11,291,23
86,1,314,1
87,2,315,1
88,11,316,4
89,1,320,1
90,5,321,2
91,11,323,1
92,1,324,1
93,5,325,1
94,8,326,2
95,5,328,1
96,11,329,17
97,0,346,1
98,11,347,3
99,1,350,4
100,11,354,1
101,7,355,1
102,11,356,3
103,5,359,1
104,11,360,15
105,6,375,1
106,9,376,8
107,11,384,10
108,1,394,1
109,11,395,2
110,1,397,2
111,9,399,4
112,8,403,2
113,5,405,2
114,8,407,1
115,5,408,2
116,8,410,1
117,5,411,3
118,0,414,1
119,11,415,1
120,2,416,3
121,11,419,2
122,0,421,3
123,2,424,1
124,10,425,2
125,2,427,1
126,9,428,3
127,2,431,1
128,9,432,1
129,0,433,1
130,9,434,5
131,11,439,10
132,8,449,3
133,11,452,1
134,5,453,1
135,8,454,1
136,0,455,2
137,7,457,1
138,1,458,3
139,11,461,2
140,7,463,1
141,2,464,1
142,9,465,5
143,11,470,11
144,6,481,1
145,9,482,2
146,8,484,3
147,5,487,3
148,8,490,2
149,5,492,1
150,11,493,3
151,2,496,1
152,11,497,1
153,6,498,3
154,11,501,1
155,0,502,1
156,7,503,1
157,9,504,1
158,11,505,1
159,9,506,2
160,2,508,2
161,10,510,1
162,3,511,1
163,5,512,2
164,10,514,1
165,14,515,1
166,9,516,6
167,2,522,1
168,10,523,1
169,2,524,1
170,11,525,24
171,2,549,3
172,9,552,5
173,10,557,1
174,11,558,14
175,8,572,2
176,5,574,1
177,11,575,5
178,1,580,2
179,0,582,3
180,11,585,1
181,1,586,2
182,2,588,1
183,10,589,1
184,11,590,17
185,5,607,1
186,11,608,2
187,2,610,2
188,11,612,16
189,0,628,1
190,2,629,1
191,11,630,2
192,10,632,1
193,5,633,3
194,10,636,1
195,5,637,1
196,13,638,1
197,10,639,2
198,2,641,3
199,11,644,2
200,5,646,3
201,11,649,2
202,5,651,2
203,11,653,14
204,5,667,1
205,9,668,2
206,2,670,2
207,11,672,7
208,2,679,1
209,11,680,2
210,1,682,2
211,11,684,2
212,5,686,8
213,6,694,1
214,10,695,1
215,14,696,1
216,10,697,1
217,9,698,5
218,2,703,1
219,11,704,21
220,5,725,1
221,11,726,4
222,0,730,1
223,12,731,1
224,11,732,13
225,9,745,2
226,10,747,1
227,9,748,1
228,10,749,1
229,9,750,2
230,5,752,1
231,11,753,1
232,1,754,1
233,5,755,6
234,1,761,1
235,2,762,1
236,10,763,1
237,11,764,2
238,1,766,11
239,9,777,3
240,2,780,3
241,11,783,1
242,5,784,1
243,11,785,1
244,8,786,2
245,11,788,1
246,1,789,2
247,11,791,4
248,12,795,1
249,11,796,1
250,5,797,3
251,11,800,1
252,10,801,1
253,11,802,9
254,1,811,1
255,5,812,2
256,1,814,4
257,10,818,5
258,7,823,2
259,2,825,2
260,11,827,4
261,8,831,1
262,11,832,6
263,9,838,2
264,5,840,1
265,1,841,3
266,7,844,4
267,2,848,1
268,7,849,1
269,2,850,4
270,10,854,1
271,1,855,2
272,5,857,2
273,11,859,2
274,5,861,6
275,11,867,2
276,5,869,2
277,8,871,2
278,0,873,1
279,5,874,2
280,10,876,1
281,9,877,2
282,0,879,1
283,10,880,6
284,9,886,12
285,2,898,2
286,9,900,2
287,5,902,1
288,8,903,1
289,0,904,1
290,6,905,1
291,11,906,2
292,1,908,1
293,5,909,1
294,1,910,3
295,6,913,2
296,1,915,3
297,10,918,3
298,7,921,3
299,2,924,2
300,9,926,5
301,2,931,2
302,7,933,3
303,2,936,1
304,9,937,3
305,1,940,1
306,10,941,1
307,2,942,2
308,7,944,2
309,2,946,5
310,11,951,1
311,5,952,1
312,11,953,23
313,1,976,2
314,0,978,1
315,2,979,2
316,11,981,3
317,2,984,1
318,10,985,5
319,14,990,3
320,9,993,17
321,6,1010,1
322,9,1011,3
323,14,1014,1
324,5,1015,1
325,8,1016,3
326,1,1019,1
327,8,1020,1
328,11,1021,3
329,8,1024,1
330,11,1025,1
331,1,1026,1
332,0,1027,1
333,10,1028,1
334,2,1029,2
335,9,1031,2
336,2,1033,1
337,10,1034,2
338,2,1036,3
339,11,1039,2
340,5,1041,3
341,1,1044,1
342,5,1045,1
343,1,1046,2
344,11,1048,7
345,5,1055,1
346,3,1056,1
347,2,1057,1
348,10,1058,1
349,11,1059,2
350,0,1061,1
351,5,1062,1
352,1,1063,1
353,5,1064,1
354,11,1065,3
355,5,1068,3
356,1,1071,2
357,11,1073,3
358,8,1076,1
359,5,1077,2
360,11,1079,2
361,0,1081,1
362,1,1082,3
363,10,1085,4
364,9,1089,2
365,5,1091,3
366,1,1094,1
367,9,1095,1
368,5,1096,3
369,10,1099,1
370,2,1100,2
371,1,1102,11
372,11,1113,1
373,9,1114,4
374,8,1118,1
375,0,1119,1
376,8,1120,1
377,5,1121,3
378,8,1124,1
379,5,1125,1
380,11,1126,1
381,1,1127,3
382,10,1130,1
383,2,1131,3
384,9,1134,5
385,11,1139,14
386,9,1153,3
387,2,1156,2
388,10,1158,1
389,9,1159,2
390,1,1161,2
391,10,1163,1
392,9,1164,3
393,11,1167,13
394,2,1180,1
395,11,1181,1
396,0,1182,1
397,9,1183,4
398,8,1187,1
399,0,1188,1
400,8,1189,1
401,5,1190,1
402,1,1191,1
403,0,1192,1
404,5,1193,3
405,6,1196,1
406,10,1197,2
407,2,1199,4
408,7,1203,3
409,9,1206,1
410,2,1207,2
411,9,1209,1
412,2,1210,3
413,9,1213,3
414,11,1216,11
415,5,1227,2
416,9,1229,1
417,8,1230,1
418,0,1231,2
419,6,1233,1
420,0,1234,1
421,6,1235,1
422,0,1236,1
423,3,1237,2
424,6,1239,2
425,2,1241,1
426,7,1242,1
427,2,1243,5
428,1,1248,1
429,0,1249,1
430,9,1250,1
431,0,1251,1
432,1,1252,1
433,9,1253,3
434,11,1256,1
435,9,1257,2
436,2,1259,2
437,9,1261,1
438,11,1262,14
439,6,1276,2
440,9,1278,5
441,8,1283,2
442,11,1285,9
443,0,1294,1
444,5,1295,2
445,9,1297,13
446,2,1310,1
447,0,1311,2
448,8,1313,1
449,3,1314,1
450,11,1315,2
451,1,1317,3
452,8,1320,1
