,Stats,,,,,,
B-SOiD labels,Percent of time,Mean duration (frames),10th %tile (frames),25th %tile (frames),50th %tile (frames),75th %tile (frames),90th %tile (frames)
0,0.04180927454533253,1.4488372093023256,1.0,1.0,1.0,2.0,3.0
1,0.1519361116703577,2.2261553588987217,1.0,1.0,1.0,2.0,5.0
2,0.12032749479900678,2.5041899441340782,1.0,1.0,2.0,3.0,5.0
3,0.005704315146634454,1.7708333333333333,1.0,1.0,1.0,2.0,3.3000000000000043
4,0.0,,0.0,0.0,0.0,0.0,0.0
5,0.11260989195356017,2.376770538243626,1.0,1.0,2.0,3.0,5.0
6,0.016106301590497283,1.5894039735099337,1.0,1.0,1.0,2.0,3.0
7,0.0654318502113952,1.8224299065420562,1.0,1.0,1.0,2.0,4.0
8,0.03362190457016308,1.3916666666666666,1.0,1.0,1.0,2.0,2.0
9,0.15227165962015973,3.6304,1.0,1.0,2.0,4.0,7.0
10,0.07569961747533722,2.073529411764706,1.0,1.0,1.0,3.0,4.0
11,0.21964968794040668,4.075965130759651,1.0,1.0,2.0,5.0,11.0
12,0.0036239178578618887,1.0588235294117647,1.0,1.0,1.0,1.0,1.0
13,0.0003355479498020267,1.0,1.0,1.0,1.0,1.0,1.0
