,Stats,,,,,,
B-SOiD labels,Percent of time,Mean duration (frames),10th %tile (frames),25th %tile (frames),50th %tile (frames),75th %tile (frames),90th %tile (frames)
0,0.04231259647003557,1.94,1.0,1.0,1.0,2.0,4.0
1,0.1521374404402389,3.3191800878477307,1.0,1.0,2.0,4.0,7.0
2,0.12150191262331388,4.143020594965675,1.0,1.0,3.0,5.0,9.0
3,0.005603650761693846,2.352112676056338,1.0,1.0,1.0,2.0,4.0
4,0.0,,0.0,0.0,0.0,0.0,0.0
5,0.113079659083283,3.8691159586681976,1.0,1.0,3.0,5.0,8.0
6,0.016106301590497283,1.9123505976095618,1.0,1.0,1.0,2.0,4.0
7,0.06509630226159319,2.82798833819242,1.0,1.0,2.0,3.0,6.0
8,0.03345413059526206,1.997995991983968,1.0,1.0,1.0,2.0,4.0
9,0.15156700892557545,6.095816464237517,1.0,2.0,4.0,7.0,13.0
10,0.07472652842091135,3.379362670713202,1.0,1.0,2.0,4.0,7.0
11,0.2198174619153077,7.021436227224009,1.0,2.0,4.0,8.0,19.800000000000068
12,0.0035903630628816856,1.2891566265060241,1.0,1.0,1.0,1.0,2.0
13,0.00030199315482182406,1.125,1.0,1.0,1.0,1.0,1.2999999999999998
