,Stats,,,,,,
B-SOiD labels,Percent of time,Mean duration (frames),10th %tile (frames),25th %tile (frames),50th %tile (frames),75th %tile (frames),90th %tile (frames)
0,0.02701056051990252,1.4456521739130435,1.0,1.0,1.0,1.0,2.0
1,0.20119144327105334,2.410381184103812,1.0,1.0,1.0,3.0,5.0
2,0.10154346060113728,2.5641025641025643,1.0,1.0,2.0,3.0,5.0
3,0.002166260492824262,1.2307692307692308,1.0,1.0,1.0,1.0,2.0
4,6.769564040075819e-05,1.0,1.0,1.0,1.0,1.0,1.0
5,0.17384240454914704,3.4377510040160644,1.0,1.0,2.0,4.0,8.0
6,0.01272678039534254,1.5798319327731092,1.0,1.0,1.0,2.0,3.0
7,0.08272407256972651,2.106896551724138,1.0,1.0,1.0,2.0,4.0
8,0.03296777687516924,1.4365781710914454,1.0,1.0,1.0,2.0,2.0
9,0.08157324668291362,2.946210268948655,1.0,1.0,2.0,3.0,6.0
10,0.16422962361223936,3.475644699140401,1.0,1.0,2.0,4.0,8.0
11,0.11603032764689954,2.8662207357859533,1.0,1.0,2.0,3.0,6.300000000000068
12,0.0016923910100189548,1.0869565217391304,1.0,1.0,1.0,1.0,1.0
13,0.001760086650419713,2.0,1.0,1.0,1.0,1.0,3.6000000000000014
14,0.0004738694828053073,1.1666666666666667,1.0,1.0,1.0,1.0,1.5
