,B-SOiD labels,Start time (frames),Run lengths
0,1,0,10
1,5,10,3
2,8,13,1
3,11,14,4
4,5,18,24
5,1,42,1
6,7,43,4
7,10,47,2
8,1,49,4
9,7,53,2
10,1,55,5
11,11,60,3
12,1,63,2
13,5,65,2
14,1,67,1
15,5,68,5
16,11,73,2
17,5,75,2
18,8,77,1
19,5,78,1
20,11,79,9
21,8,88,2
22,1,90,1
23,11,91,1
24,8,92,1
25,5,93,2
26,0,95,1
27,3,96,2
28,7,98,3
29,2,101,1
30,3,102,1
31,11,103,31
32,0,134,4
33,1,138,1
34,0,139,5
35,6,144,9
36,1,153,4
37,5,157,1
38,1,158,4
39,11,162,1
40,1,163,7
41,10,170,3
42,7,173,8
43,1,181,1
44,11,182,5
45,2,187,1
46,0,188,4
47,1,192,38
48,0,230,1
49,11,231,1
50,2,232,2
51,11,234,5
52,1,239,2
53,8,241,2
54,5,243,2
55,1,245,1
56,11,246,5
57,1,251,3
58,5,254,3
59,8,257,2
60,1,259,1
61,5,260,6
62,1,266,1
63,11,267,5
64,12,272,2
65,6,274,3
66,1,277,10
67,10,287,1
68,7,288,2
69,2,290,2
70,9,292,9
71,2,301,1
72,10,302,1
73,2,303,5
74,11,308,8
75,0,316,1
76,6,317,1
77,0,318,1
78,2,319,3
79,7,322,2
80,2,324,1
81,7,325,1
82,10,326,1
83,1,327,2
84,11,329,5
85,5,334,1
86,11,335,4
87,5,339,3
88,11,342,2
89,1,344,1
90,5,345,2
91,11,347,1
92,7,348,2
93,1,350,6
94,5,356,7
95,8,363,1
96,11,364,1
97,6,365,3
98,11,368,4
99,2,372,3
100,12,375,1
101,6,376,1
102,12,377,1
103,11,378,3
104,1,381,19
105,5,400,35
106,11,435,1
107,4,436,1
108,2,437,6
109,12,443,1
110,11,444,1
111,1,445,4
112,10,449,4
113,5,453,5
114,10,458,15
115,1,473,3
116,7,476,1
117,2,477,3
118,11,480,5
119,1,485,1
120,10,486,4
121,1,490,1
122,5,491,52
123,10,543,7
124,7,550,3
125,2,553,18
126,7,571,2
127,2,573,1
128,10,574,1
129,1,575,1
130,10,576,7
131,1,583,1
132,11,584,5
133,5,589,10
134,8,599,1
135,1,600,1
136,5,601,28
137,1,629,2
138,7,631,1
139,10,632,1
140,7,633,1
141,1,634,4
142,5,638,1
143,10,639,4
144,5,643,5
145,1,648,1
146,10,649,6
147,7,655,1
148,2,656,2
149,7,658,7
150,2,665,4
151,10,669,5
152,2,674,2
153,12,676,2
154,11,678,2
155,1,680,4
156,2,684,3
157,10,687,5
158,2,692,2
159,11,694,5
160,1,699,3
161,10,702,2
162,1,704,2
163,10,706,13
164,1,719,2
165,10,721,1
166,1,722,10
167,9,732,1
168,2,733,1
169,9,734,8
170,11,742,1
171,1,743,12
172,5,755,8
173,1,763,8
174,5,771,2
175,1,773,3
176,5,776,1
177,1,777,2
178,11,779,2
179,0,781,3
180,2,784,6
181,0,790,17
182,1,807,27
183,0,834,2
184,6,836,1
185,2,837,6
186,1,843,5
187,2,848,6
188,7,854,5
189,10,859,11
190,7,870,11
191,10,881,2
192,1,883,2
193,10,885,5
194,1,890,1
195,9,891,2
196,0,893,1
197,1,894,5
198,0,899,1
199,2,900,1
200,7,901,6
201,2,907,1
202,7,908,1
203,10,909,7
204,7,916,2
205,2,918,12
206,0,930,1
207,11,931,2
208,1,933,1
209,11,934,15
210,8,949,1
211,5,950,4
212,1,954,11
213,10,965,3
214,1,968,7
215,10,975,13
216,1,988,1
217,11,989,1
218,7,990,3
219,11,993,4
220,1,997,2
221,5,999,6
222,1,1005,8
223,5,1013,24
224,1,1037,3
225,5,1040,3
226,1,1043,2
227,5,1045,4
228,1,1049,1
229,6,1050,1
230,2,1051,1
231,7,1052,2
232,3,1054,2
233,7,1056,1
234,3,1057,3
235,0,1060,25
236,5,1085,5
237,1,1090,8
238,11,1098,2
239,5,1100,7
240,9,1107,1
241,11,1108,1
242,10,1109,1
243,2,1110,10
244,10,1120,7
245,2,1127,14
246,10,1141,2
247,2,1143,2
248,0,1145,2
249,1,1147,13
250,9,1160,3
251,3,1163,1
252,0,1164,9
253,9,1173,3
254,2,1176,1
255,1,1177,4
256,9,1181,2
257,2,1183,1
258,10,1184,1
259,2,1185,2
260,7,1187,1
261,1,1188,2
262,7,1190,1
263,10,1191,2
264,2,1193,1
265,1,1194,3
266,9,1197,3
267,8,1200,1
268,1,1201,5
269,5,1206,2
270,1,1208,1
271,5,1209,3
272,1,1212,1
273,11,1213,2
274,1,1215,1
275,10,1216,1
276,5,1217,2
277,1,1219,1
278,11,1220,1
279,1,1221,1
280,11,1222,1
281,1,1223,1
282,5,1224,12
283,1,1236,1
284,5,1237,11
285,1,1248,9
286,10,1257,10
287,1,1267,2
288,10,1269,4
289,1,1273,9
290,10,1282,3
291,7,1285,3
292,1,1288,1
293,10,1289,2
294,7,1291,2
295,2,1293,1
296,11,1294,19
297,1,1313,2
298,5,1315,5
299,1,1320,4
300,5,1324,1
301,9,1325,2
302,1,1327,3
303,0,1330,1
304,2,1331,4
305,11,1335,2
306,0,1337,1
307,3,1338,1
308,2,1339,6
309,10,1345,1
310,2,1346,3
311,1,1349,1
312,0,1350,1
313,2,1351,10
314,11,1361,1
315,6,1362,1
316,11,1363,11
317,8,1374,2
318,5,1376,2
319,1,1378,1
320,0,1379,4
321,2,1383,2
322,7,1385,32
323,2,1417,1
324,9,1418,2
325,0,1420,3
326,9,1423,7
327,1,1430,1
328,10,1431,1
329,7,1432,1
330,1,1433,4
331,10,1437,1
332,1,1438,1
333,5,1439,21
334,1,1460,2
335,0,1462,1
336,2,1463,1
337,7,1464,4
338,10,1468,1
339,1,1469,1
340,9,1470,2
341,5,1472,2
342,1,1474,12
343,6,1486,1
344,2,1487,2
345,0,1489,2
346,9,1491,1
347,8,1492,1
348,1,1493,1
349,5,1494,3
350,8,1497,1
351,9,1498,3
352,0,1501,1
353,8,1502,2
354,0,1504,1
355,8,1505,3
356,5,1508,5
357,1,1513,2
358,7,1515,1
359,10,1516,5
360,1,1521,2
361,5,1523,9
362,1,1532,1
363,11,1533,1
364,7,1534,1
365,11,1535,2
366,1,1537,5
367,7,1542,1
368,10,1543,2
369,1,1545,1
370,11,1546,4
371,2,1550,8
372,10,1558,2
373,7,1560,1
374,2,1561,3
375,11,1564,1
376,2,1565,1
377,7,1566,1
378,2,1567,3
379,9,1570,1
380,2,1571,3
381,13,1574,1
382,2,1575,2
383,10,1577,2
384,13,1579,8
385,9,1587,14
386,2,1601,1
387,10,1602,3
388,2,1605,3
389,7,1608,2
390,10,1610,10
391,7,1620,1
392,10,1621,1
393,7,1622,1
394,10,1623,78
395,7,1701,1
396,10,1702,11
397,7,1713,2
398,10,1715,3
399,1,1718,2
400,10,1720,3
401,7,1723,3
402,2,1726,9
403,7,1735,16
404,2,1751,32
405,7,1783,1
406,2,1784,2
407,7,1786,1
408,2,1787,2
409,7,1789,2
410,10,1791,3
411,11,1794,4
412,6,1798,1
413,2,1799,4
414,7,1803,1
415,9,1804,2
416,7,1806,5
417,10,1811,2
418,7,1813,2
419,2,1815,10
420,1,1825,1
421,9,1826,11
422,1,1837,2
423,9,1839,1
424,10,1840,2
425,0,1842,1
426,9,1843,1
427,1,1844,2
428,10,1846,1
429,2,1847,1
430,1,1848,12
431,2,1860,1
432,10,1861,3
433,7,1864,1
434,2,1865,7
435,1,1872,5
436,2,1877,2
437,10,1879,3
438,11,1882,22
439,1,1904,2
440,2,1906,3
