,Stats,,,,,,
B-SOiD labels,Percent of time,Mean duration (frames),10th %tile (frames),25th %tile (frames),50th %tile (frames),75th %tile (frames),90th %tile (frames)
0,0.06274853407022983,1.818359375,1.0,1.0,1.0,2.0,3.0
1,0.11545460672642717,2.039285714285714,1.0,1.0,1.0,2.0,4.0
2,0.1603423872750556,2.876662636033857,1.0,1.0,2.0,4.0,6.0
3,0.0041787423333558,1.4761904761904763,1.0,1.0,1.0,1.0,2.8999999999999986
4,0.0,,0.0,0.0,0.0,0.0,0.0
5,0.11329783648985645,2.5782208588957056,1.0,1.0,1.0,3.0,5.0
6,0.013008020489317247,1.4511278195488722,1.0,1.0,1.0,1.0,2.0
7,0.061939745231515804,1.9026915113871636,1.0,1.0,1.0,2.0,3.0
8,0.02891420098402642,1.2805970149253731,1.0,1.0,1.0,1.0,2.0
9,0.12374469232324593,3.1492281303602057,1.0,1.0,2.0,4.0,6.0
10,0.094223899710184,2.212025316455696,1.0,1.0,2.0,3.0,4.0
11,0.21419424411943117,4.095360824742268,1.0,1.0,2.0,5.0,10.0
12,0.002763361865606255,1.1081081081081081,1.0,1.0,1.0,1.0,1.3999999999999986
13,0.0030329581451775966,1.3636363636363635,1.0,1.0,1.0,2.0,2.0
