,B-SOiD labels,Start time (frames),Run lengths
0,11,0,1
1,5,1,1
2,9,2,3
3,8,5,7
4,9,12,5
5,11,17,13
6,5,30,1
7,1,31,9
8,9,40,1
9,8,41,5
10,1,46,3
11,5,49,3
12,0,52,1
13,11,53,2
14,5,55,1
15,1,56,3
16,0,59,1
17,3,60,1
18,0,61,1
19,9,62,3
20,5,65,1
21,8,66,1
22,11,67,2
23,1,69,3
24,8,72,1
25,11,73,14
26,3,87,1
27,10,88,1
28,0,89,2
29,6,91,1
30,10,92,1
31,2,93,3
32,10,96,2
33,9,98,1
34,6,99,1
35,2,100,1
36,9,101,5
37,2,106,1
38,10,107,1
39,2,108,1
40,9,109,1
41,10,110,1
42,2,111,3
43,11,114,19
44,6,133,1
45,11,134,5
46,8,139,1
47,1,140,1
48,9,141,1
49,1,142,2
50,9,144,2
51,0,146,1
52,5,147,1
53,1,148,1
54,5,149,3
55,1,152,9
56,9,161,3
57,5,164,3
58,11,167,1
59,7,168,2
60,1,170,2
61,10,172,1
62,7,173,1
63,10,174,5
64,2,179,3
65,11,182,7
66,1,189,1
67,11,190,15
68,5,205,4
69,1,209,1
70,10,210,1
71,5,211,5
72,1,216,4
73,9,220,5
74,8,225,2
75,5,227,10
76,1,237,3
77,10,240,4
78,7,244,2
79,10,246,8
80,9,254,5
81,11,259,6
82,9,265,3
83,0,268,1
84,8,269,1
85,11,270,4
86,8,274,2
87,0,276,1
88,11,277,4
89,5,281,1
90,8,282,1
91,5,283,2
92,0,285,1
93,9,286,2
94,5,288,3
95,11,291,6
96,1,297,1
97,10,298,5
98,7,303,2
99,1,305,3
100,5,308,1
101,9,309,1
102,11,310,1
103,0,311,1
104,3,312,1
105,11,313,4
106,6,317,1
107,10,318,2
108,9,320,1
109,1,321,2
110,9,323,1
111,11,324,7
112,1,331,2
113,7,333,1
114,10,334,2
115,2,336,1
116,10,337,1
117,2,338,2
118,7,340,2
119,2,342,1
120,11,343,18
121,1,361,4
122,7,365,1
123,2,366,1
124,7,367,1
125,9,368,3
126,8,371,2
127,1,373,1
128,9,374,3
129,5,377,2
130,1,379,1
131,11,380,3
132,1,383,2
133,9,385,1
134,0,386,1
135,5,387,3
136,9,390,1
137,11,391,12
138,8,403,1
139,9,404,1
140,1,405,1
141,5,406,1
142,8,407,1
143,1,408,1
144,5,409,1
145,8,410,1
146,5,411,3
147,1,414,1
148,6,415,1
149,11,416,2
150,1,418,3
151,11,421,2
152,8,423,1
153,11,424,1
154,1,425,2
155,11,427,1
156,7,428,2
157,9,430,1
158,1,431,3
159,2,434,4
160,11,438,3
161,5,441,3
162,7,444,1
163,6,445,1
164,11,446,1
165,2,447,1
166,11,448,5
167,0,453,1
168,6,454,2
169,2,456,1
170,6,457,2
171,11,459,11
172,1,470,2
173,10,472,4
174,1,476,2
175,11,478,2
176,5,480,2
177,1,482,4
178,10,486,2
179,7,488,1
180,1,489,1
181,10,490,2
182,1,492,1
183,11,493,1
184,5,494,4
185,1,498,1
186,5,499,4
187,1,503,1
188,10,504,1
189,5,505,1
190,1,506,1
191,10,507,3
192,1,510,2
193,11,512,1
194,1,513,6
195,9,519,3
196,8,522,2
197,0,524,1
198,9,525,5
199,8,530,2
200,11,532,2
201,8,534,2
202,1,536,4
203,5,540,1
204,9,541,1
205,0,542,1
206,11,543,2
207,8,545,2
208,5,547,8
209,1,555,1
210,10,556,1
211,1,557,2
212,10,559,7
213,7,566,3
214,10,569,1
215,7,570,1
216,9,571,5
217,5,576,1
218,1,577,1
219,10,578,10
220,2,588,1
221,10,589,2
222,11,591,3
223,0,594,1
224,11,595,2
225,1,597,1
226,7,598,1
227,1,599,1
228,10,600,1
229,5,601,7
230,1,608,1
231,5,609,2
232,1,611,1
233,10,612,1
234,2,613,5
235,11,618,6
236,5,624,2
237,8,626,2
238,5,628,1
239,0,629,1
240,5,630,4
241,1,634,1
242,6,635,1
243,2,636,2
244,7,638,1
245,2,639,4
246,9,643,4
247,2,647,1
248,9,648,1
249,2,649,2
250,9,651,7
251,11,658,15
252,0,673,2
253,9,675,1
254,11,676,1
255,0,677,1
256,10,678,1
257,5,679,4
258,8,683,1
259,6,684,1
260,1,685,1
261,5,686,1
262,8,687,1
263,5,688,1
264,1,689,4
265,5,693,1
266,1,694,1
267,9,695,4
268,5,699,2
269,11,701,1
270,5,702,1
271,11,703,11
272,8,714,2
273,11,716,6
274,2,722,1
275,1,723,1
276,8,724,1
277,1,725,2
278,0,727,3
279,5,730,1
280,0,731,2
281,10,733,1
282,1,734,4
283,5,738,1
284,1,739,1
285,10,740,1
286,1,741,4
287,5,745,3
288,8,748,1
289,1,749,3
290,5,752,1
291,9,753,1
292,5,754,1
293,1,755,1
294,11,756,2
295,0,758,1
296,2,759,5
297,7,764,1
298,1,765,2
299,11,767,2
300,1,769,1
301,5,770,4
302,1,774,3
303,7,777,1
304,2,778,2
305,10,780,1
306,11,781,4
307,2,785,2
308,11,787,16
309,1,803,1
310,0,804,1
311,8,805,1
312,1,806,2
313,0,808,1
314,1,809,1
315,10,810,3
316,9,813,5
317,11,818,12
318,1,830,1
319,9,831,4
320,0,835,1
321,1,836,1
322,0,837,1
323,11,838,2
324,2,840,5
325,9,845,6
326,0,851,2
327,8,853,1
328,1,854,5
329,5,859,3
330,8,862,1
331,5,863,7
332,0,870,1
333,11,871,1
334,10,872,1
335,7,873,2
336,2,875,1
337,9,876,1
338,10,877,1
339,2,878,2
340,7,880,2
341,1,882,2
342,2,884,1
343,11,885,1
344,5,886,4
345,1,890,1
346,0,891,1
347,1,892,1
348,7,893,2
349,2,895,2
350,9,897,1
351,2,898,5
352,11,903,2
353,1,905,1
354,11,906,5
355,8,911,2
356,5,913,1
357,9,914,1
358,1,915,1
359,5,916,1
360,11,917,2
361,1,919,1
362,11,920,7
363,6,927,1
364,1,928,1
365,0,929,1
366,1,930,1
367,5,931,1
368,9,932,1
369,8,933,1
370,1,934,1
371,5,935,1
372,1,936,1
373,11,937,8
374,0,945,1
375,11,946,7
376,1,953,1
377,6,954,1
378,0,955,3
379,2,958,1
380,6,959,1
381,1,960,6
382,10,966,2
383,11,968,1
384,2,969,4
385,11,973,2
386,1,975,1
387,5,976,9
388,11,985,2
389,1,987,1
390,5,988,1
391,0,989,1
392,5,990,1
393,9,991,2
394,5,993,2
395,1,995,2
396,10,997,1
397,7,998,4
398,2,1002,2
399,0,1004,1
400,2,1005,3
401,7,1008,2
402,2,1010,10
403,7,1020,1
404,11,1021,3
405,10,1024,2
406,7,1026,1
407,2,1027,1
408,7,1028,2
409,11,1030,16
410,1,1046,1
411,10,1047,1
412,8,1048,1
413,1,1049,3
414,7,1052,4
415,1,1056,2
416,11,1058,2
417,5,1060,1
418,7,1061,1
419,2,1062,2
420,11,1064,2
421,2,1066,1
422,1,1067,4
423,7,1071,1
424,11,1072,1
425,2,1073,1
426,1,1074,1
427,11,1075,2
428,1,1077,3
429,0,1080,1
430,2,1081,1
431,6,1082,1
432,2,1083,2
433,11,1085,1
434,0,1086,1
435,5,1087,1
436,10,1088,3
437,2,1091,1
438,5,1092,1
439,10,1093,1
440,5,1094,1
441,10,1095,2
442,2,1097,1
443,11,1098,3
444,1,1101,1
445,11,1102,2
446,10,1104,1
447,7,1105,1
448,10,1106,2
449,7,1108,1
450,9,1109,1
451,1,1110,2
452,9,1112,1
453,1,1113,4
454,11,1117,3
455,5,1120,2
456,11,1122,1
457,10,1123,1
458,1,1124,1
459,7,1125,1
460,2,1126,1
461,10,1127,1
462,2,1128,1
463,11,1129,6
464,1,1135,1
465,11,1136,1
466,2,1137,2
467,10,1139,2
468,7,1141,1
469,2,1142,3
470,10,1145,1
471,11,1146,2
472,3,1148,1
473,11,1149,7
474,8,1156,1
475,9,1157,1
476,2,1158,1
477,0,1159,1
