,Stats,,,,,,
B-SOiD labels,Percent of time,Mean duration (frames),10th %tile (frames),25th %tile (frames),50th %tile (frames),75th %tile (frames),90th %tile (frames)
0,0.031205769360382826,1.3779761904761905,1.0,1.0,1.0,2.0,2.0
1,0.1947159129204017,2.42162615255658,1.0,1.0,2.0,3.0,5.0
2,0.10783851182853676,2.49609984399376,1.0,1.0,2.0,3.0,5.0
3,0.001550178607535216,1.2777777777777777,1.0,1.0,1.0,1.0,1.0
4,0.0,,0.0,0.0,0.0,0.0,0.0
5,0.10689492485003707,2.4103343465045595,1.0,1.0,2.0,3.0,5.0
6,0.011862236301139044,1.3968253968253967,1.0,1.0,1.0,1.0,2.0
7,0.06227674058097998,1.7533206831119545,1.0,1.0,1.0,2.0,3.0
8,0.03147536563995417,1.3982035928143712,1.0,1.0,1.0,2.0,2.0
9,0.15070432028038014,3.8954703832752613,1.0,1.0,2.0,4.0,7.0
10,0.11383702904899913,2.532233883058471,1.0,1.0,2.0,3.0,5.0
11,0.18521264406551188,4.017543859649122,1.0,1.0,2.0,5.0,10.0
12,0.001280582327963874,1.1176470588235294,1.0,1.0,1.0,1.0,1.4000000000000004
13,0.0005391925591426838,1.0,1.0,1.0,1.0,1.0,1.0
