,B-SOiD labels,Start time (frames),Run lengths
0,5,0,2
1,8,2,3
2,1,5,1
3,5,6,1
4,9,7,22
5,0,29,7
6,9,36,4
7,1,40,2
8,9,42,1
9,5,43,1
10,1,44,11
11,10,55,1
12,1,56,1
13,5,57,1
14,9,58,7
15,0,65,1
16,9,66,1
17,2,67,1
18,10,68,4
19,2,72,2
20,9,74,3
21,2,77,1
22,5,78,1
23,9,79,5
24,0,84,1
25,11,85,5
26,0,90,4
27,11,94,3
28,6,97,1
29,0,98,3
30,11,101,1
31,0,102,1
32,5,103,3
33,1,106,1
34,0,107,1
35,6,108,1
36,2,109,2
37,7,111,1
38,2,112,2
39,7,114,4
40,1,118,4
41,5,122,1
42,9,123,2
43,0,125,1
44,9,126,5
45,8,131,3
46,0,134,1
47,1,135,1
48,5,136,1
49,9,137,6
50,5,143,4
51,1,147,2
52,11,149,2
53,1,151,1
54,5,152,2
55,8,154,1
56,1,155,1
57,5,156,3
58,1,159,1
59,11,160,2
60,5,162,4
61,11,166,1
62,8,167,3
63,11,170,2
64,8,172,1
65,5,173,1
66,9,174,3
67,11,177,12
68,8,189,2
69,5,191,2
70,0,193,1
71,8,194,2
72,11,196,16
73,8,212,1
74,5,213,2
75,9,215,3
76,10,218,1
77,5,219,3
78,0,222,2
79,8,224,11
80,5,235,3
81,1,238,1
82,0,239,1
83,1,240,1
84,5,241,1
85,1,242,1
86,8,243,2
87,1,245,1
88,5,246,3
89,0,249,1
90,11,250,2
91,8,252,1
92,5,253,1
93,0,254,1
94,11,255,6
95,1,261,2
96,5,263,1
97,1,264,1
98,2,265,3
99,12,268,1
100,2,269,3
101,7,272,3
102,2,275,2
103,7,277,1
104,1,278,1
105,5,279,1
106,9,280,9
107,5,289,2
108,11,291,31
109,2,322,2
110,7,324,3
111,9,327,6
112,8,333,2
113,5,335,4
114,11,339,1
115,1,340,1
116,5,341,1
117,11,342,4
118,8,346,2
119,11,348,3
120,8,351,1
121,5,352,2
122,9,354,3
123,11,357,21
124,8,378,1
125,11,379,3
126,6,382,1
127,0,383,2
128,1,385,1
129,0,386,1
130,6,387,2
131,0,389,5
132,11,394,2
133,2,396,6
134,9,402,4
135,2,406,5
136,0,411,1
137,9,412,12
138,8,424,3
139,5,427,3
140,8,430,1
141,5,431,2
142,11,433,4
143,8,437,1
144,11,438,8
145,1,446,2
146,9,448,5
147,0,453,2
148,11,455,2
149,2,457,1
150,7,458,1
151,1,459,1
152,11,460,10
153,1,470,1
154,5,471,2
155,1,473,1
156,2,474,3
157,10,477,2
158,11,479,5
159,0,484,2
160,11,486,1
161,2,487,1
162,0,488,1
163,11,489,5
164,5,494,6
165,1,500,1
166,9,501,7
167,8,508,1
168,5,509,2
169,1,511,6
170,5,517,11
171,9,528,3
172,11,531,5
173,8,536,2
174,9,538,6
175,8,544,1
176,6,545,1
177,8,546,1
178,0,547,1
179,1,548,1
180,5,549,1
181,8,550,2
182,5,552,3
183,1,555,1
184,5,556,9
185,1,565,1
186,5,566,4
187,10,570,6
188,7,576,3
189,2,579,5
190,9,584,4
