Type,Features,,,,,,,SVM classifier
Frame@10Hz,Relative snout to forepaws placement,Relative snout to hind paws placement,Inter-forepaw distance,Body length,Body angle,Snout displacement,Tail-base displacement,B-SOiD labels
0,10.286159606599849,28.51057861778794,13.045946955834484,41.50845017546921,-0.024641827691678858,0.10428333282470703,0.0,2.0
1,11.75088853677221,24.24704291404882,11.263639835707167,35.06000752364348,-1.3960327230565157,0.7073907852172852,0.28753662109375,9.0
2,10.741974651653647,22.57741579966936,10.133597396539713,32.61488423501745,-3.197972551594353,2.514629364013672,0.0,9.0
3,11.041845668098468,22.528114859692483,10.389903792150466,32.56878266763836,1.5395912664092668,0.5662994384765625,1.3594741821289062,9.0
4,11.287681621833917,23.791277062277054,11.799686165905054,36.443981444199785,2.7668548562497155,0.47304725646972656,5.587703704833984,9.0
5,11.106015681735153,25.60163149475292,12.578184683613394,40.71534380767061,-14.931792298505236,4.818946838378906,6.098194122314453,9.0
6,11.145880375160669,30.388996858294206,13.332494796821372,45.38389136459075,-1.5025334378992126,0.0,4.269683837890625,2.0
7,12.885372386785583,33.71852233203746,13.01483299448961,50.02584297773935,7.30704966342259,4.123785018920898,3.1050796508789062,2.0
8,14.45223798190666,36.168281857989,12.372508264043393,53.34526005179822,8.712993925556432,1.2161979675292969,1.2864532470703125,2.0
9,13.860477162180786,34.4416792156442,12.774093454872911,52.620240961121375,23.01868759278898,5.500972747802734,0.42432403564453125,2.0
10,14.971911089092703,36.048438061410735,10.694485111291359,55.62161523772906,20.353743276031217,1.845956802368164,2.385986328125,2.0
11,15.579238490220533,45.324437917950846,10.459955821310462,59.01629198513444,16.95116502732661,1.8345870971679688,9.92098617553711,11.0
12,13.965111118786119,49.11671101574804,11.19473557497151,60.465481476003895,15.431930056602567,5.898813247680664,7.433368682861328,11.0
13,14.82775376824128,49.16430851714061,11.909406316981002,65.74762742673778,11.787860820839477,0.545623779296875,11.015056610107422,11.0
14,13.911450926715599,53.042263478494434,11.843912617001656,67.4709515258009,4.026907941605488,1.191558837890625,3.4979934692382812,5.0
15,13.221728212001238,56.308611391250366,11.799686606027079,63.88277827321015,3.908522311363666,3.8607215881347656,0.6308822631835938,5.0
16,12.884103534875582,50.77697148367466,11.896838211211552,65.51907810955355,0.12540988235459152,1.4080085754394531,1.2083244323730469,5.0
17,12.132457468946864,53.03676433155829,11.070399102226109,66.7672492369754,3.799224095483501,5.8266448974609375,1.5343475341796875,11.0
18,11.397047657514843,55.135969236636,11.418828600192612,63.38138558123027,3.267247011830536,4.461139678955078,1.1004486083984375,11.0
19,13.830974875789515,55.64830960343587,11.653618442940036,65.76210321131244,0.8840925808645794,0.973358154296875,0.4328498840332031,5.0
20,13.39573319503317,53.55541870701579,10.9890487443382,67.2318892575211,0.3817695431342986,0.7615203857421875,0.0,5.0
21,12.811344422476012,55.919236940902444,11.006702906147929,66.55389163836674,-0.17344582882827247,5.511802673339844,6.202877044677734,11.0
22,11.872376410895367,53.967166815497265,10.853557742670626,63.78522239858353,5.180253305433338,6.459175109863281,0.8572845458984375,11.0
23,13.15808915197918,49.87349425352264,12.211397580284995,63.43556787799011,10.312441088693777,9.805473327636719,0.861846923828125,11.0
24,12.760477830857766,52.28394166984473,12.065082263852855,63.85356908007465,7.2386710526034665,7.13671875,0.1820831298828125,11.0
25,11.391631200412444,51.1897327660806,10.835465895408166,62.15853167595618,7.520728144704986,4.659538269042969,0.12363815307617188,11.0
26,10.263519192946653,52.84485483983692,10.719007595249339,63.6641821541438,11.788478106957069,13.495071411132812,2.702850341796875,11.0
27,10.368840013117563,56.79509644872733,11.332200729443851,63.816775559020755,10.374153302780378,14.454971313476562,7.829738616943359,11.0
28,11.54708163366372,52.616885199087264,11.319965092488903,62.65628349612588,8.288972560777477,12.879219055175781,10.688301086425781,11.0
