,Stats,,,,,,
B-SOiD labels,Percent of time,Mean duration (frames),10th %tile (frames),25th %tile (frames),50th %tile (frames),75th %tile (frames),90th %tile (frames)
0,0.07232788641843022,1.7088607594936709,1.0,1.0,1.0,2.0,3.7000000000000455
1,0.09282078757031878,2.1690140845070425,1.0,1.0,1.0,2.0,4.0
2,0.16524912938655237,2.9340071343638527,1.0,1.0,1.0,4.0,7.0
3,0.0038173051165282614,1.6056338028169015,1.0,1.0,1.0,1.0,2.0
4,0.0,,0.0,0.0,0.0,0.0,0.0
5,0.07065362978837396,2.005703422053232,1.0,1.0,1.0,2.0,4.0
6,0.013226627377444415,1.253968253968254,1.0,1.0,1.0,1.0,2.0
7,0.03978033753013662,2.0952380952380953,1.0,1.0,1.0,2.0,4.0
8,0.031141173319046343,1.4761904761904763,1.0,1.0,1.0,2.0,2.0
9,0.18714840610768818,3.65055519268452,1.0,1.0,1.0,4.0,10.0
10,0.09680551834985267,2.3991701244813277,1.0,1.0,1.0,2.0,4.0
11,0.21818912402893115,4.250489236790607,1.0,1.0,1.0,4.0,12.0
12,0.002310474149477632,1.1311475409836065,1.0,1.0,1.0,1.0,1.0
13,0.0027792660058933833,1.456140350877193,1.0,1.0,1.0,1.0,2.0
