,B-SOiD labels,Start time (frames),Run lengths
0,11,0,7
1,8,7,8
2,6,15,3
3,9,18,2
4,5,20,1
5,1,21,2
6,0,23,2
7,5,25,1
8,11,26,1
9,6,27,1
10,2,28,1
11,7,29,1
12,2,30,2
13,6,32,1
14,2,33,1
15,6,34,3
16,1,37,3
17,5,40,8
18,9,48,4
19,0,52,1
20,10,53,2
21,2,55,2
22,9,57,1
23,11,58,10
24,8,68,1
25,11,69,17
26,6,86,1
27,0,87,13
28,11,100,3
29,0,103,3
30,5,106,3
31,8,109,3
32,0,112,1
33,5,113,1
34,8,114,2
35,5,116,13
36,0,129,1
37,10,130,1
38,9,131,6
39,8,137,2
40,0,139,3
41,9,142,2
42,8,144,1
43,11,145,31
44,8,176,3
45,6,179,4
46,2,183,1
47,6,184,1
48,1,185,2
49,5,187,6
50,9,193,1
51,5,194,7
52,8,201,1
53,11,202,21
54,8,223,1
55,5,224,6
56,1,230,5
57,9,235,5
58,8,240,5
59,11,245,2
60,8,247,1
61,1,248,1
62,0,249,2
63,5,251,2
64,1,253,1
65,5,254,12
66,1,266,1
67,0,267,5
68,10,272,1
69,2,273,14
70,9,287,8
71,11,295,19
72,8,314,6
73,6,320,1
74,11,321,6
75,6,327,1
76,8,328,2
77,0,330,1
78,9,331,2
79,0,333,1
80,6,334,1
81,1,335,2
82,10,337,1
83,1,338,1
84,5,339,3
85,9,342,2
86,8,344,1
87,11,345,23
88,1,368,10
89,9,378,4
90,5,382,1
91,8,383,2
92,11,385,3
93,6,388,1
94,0,389,3
95,1,392,5
96,5,397,3
97,8,400,2
98,0,402,1
99,1,403,1
100,0,404,3
101,5,407,2
102,8,409,1
103,5,410,2
104,1,412,1
105,7,413,1
106,2,414,2
107,9,416,7
108,8,423,1
109,11,424,7
110,2,431,1
111,10,432,2
112,9,434,17
113,11,451,4
114,8,455,1
115,9,456,3
116,8,459,1
117,0,460,1
118,2,461,1
119,0,462,2
120,6,464,3
121,11,467,1
122,6,468,2
123,0,470,2
124,6,472,2
125,0,474,2
126,1,476,5
127,5,481,2
128,9,483,4
129,11,487,13
130,5,500,1
131,1,501,6
132,11,507,3
133,1,510,1
134,11,511,1
135,1,512,2
136,10,514,2
137,7,516,1
138,2,517,2
139,10,519,4
140,7,523,1
141,11,524,1
142,2,525,8
143,7,533,1
144,9,534,8
145,10,542,2
146,3,544,1
147,2,545,1
148,10,546,1
149,2,547,1
150,6,548,1
151,11,549,2
152,1,551,6
153,6,557,1
154,2,558,2
155,10,560,3
156,11,563,28
157,1,591,7
158,7,598,2
159,2,600,4
160,9,604,2
161,2,606,4
162,11,610,1
163,2,611,1
164,10,612,2
165,2,614,1
166,11,615,3
167,1,618,5
168,11,623,2
169,1,625,1
170,5,626,1
171,8,627,2
172,5,629,4
173,1,633,2
174,11,635,3
175,1,638,1
176,11,639,4
177,8,643,3
178,0,646,2
179,2,648,1
180,10,649,2
181,2,651,7
182,7,658,1
183,11,659,10
184,6,669,1
185,0,670,1
186,2,671,2
187,10,673,1
188,13,674,2
189,9,676,2
190,13,678,2
191,10,680,3
192,13,683,5
193,10,688,2
194,5,690,1
195,9,691,2
196,0,693,2
197,11,695,1
198,6,696,1
199,0,697,5
200,10,702,29
201,5,731,1
202,10,732,1
203,9,733,1
204,8,734,1
205,11,735,15
206,8,750,1
207,5,751,2
208,11,753,1
209,2,754,1
210,10,755,4
211,11,759,25
212,1,784,2
213,0,786,1
214,1,787,1
215,11,788,2
216,1,790,1
217,10,791,5
218,2,796,1
219,1,797,3
220,2,800,7
221,11,807,17
222,8,824,1
223,1,825,4
224,0,829,2
225,2,831,4
226,11,835,13
227,5,848,1
228,11,849,13
229,1,862,1
230,7,863,1
231,2,864,1
232,11,865,1
233,10,866,2
234,11,868,13
235,1,881,2
236,2,883,2
237,11,885,4
238,5,889,1
239,0,890,1
240,11,891,3
241,1,894,1
242,11,895,14
243,8,909,1
244,11,910,2
245,8,912,1
246,6,913,1
247,11,914,1
248,2,915,2
249,0,917,1
250,9,918,12
251,11,930,2
252,9,932,2
253,0,934,2
254,1,936,1
255,9,937,3
256,5,940,1
257,8,941,6
258,0,947,1
259,6,948,1
260,11,949,2
261,6,951,1
262,2,952,2
263,12,954,1
264,6,955,1
265,2,956,1
266,6,957,2
267,1,959,1
268,0,960,1
269,6,961,1
270,3,962,1
271,0,963,1
272,6,964,10
273,11,974,1
274,2,975,8
275,9,983,15
276,11,998,23
277,8,1021,3
278,9,1024,4
279,8,1028,2
280,5,1030,1
281,9,1031,3
282,8,1034,1
283,11,1035,1
284,1,1036,2
285,8,1038,1
286,11,1039,7
287,9,1046,4
288,10,1050,1
289,2,1051,2
290,9,1053,18
291,11,1071,4
292,8,1075,2
293,9,1077,4
294,0,1081,4
295,6,1085,1
296,11,1086,18
297,8,1104,2
298,1,1106,1
299,7,1107,2
300,2,1109,7
301,9,1116,6
302,8,1122,2
303,5,1124,1
304,8,1125,1
305,11,1126,1
306,8,1127,2
307,11,1129,2
308,5,1131,3
309,9,1134,3
310,11,1137,17
311,6,1154,1
312,2,1155,10
313,11,1165,5
314,9,1170,6
315,5,1176,4
316,9,1180,1
317,8,1181,4
318,6,1185,2
319,11,1187,2
320,0,1189,6
321,1,1195,2
322,2,1197,1
323,7,1198,1
324,2,1199,10
325,6,1209,1
326,9,1210,9
327,5,1219,3
328,8,1222,2
329,9,1224,4
330,11,1228,1
331,8,1229,1
332,5,1230,9
333,9,1239,1
334,10,1240,3
335,5,1243,3
336,10,1246,10
337,13,1256,3
338,10,1259,1
339,9,1260,1
340,8,1261,1
341,11,1262,30
342,1,1292,3
343,11,1295,1
344,2,1296,13
345,10,1309,2
346,2,1311,1
347,11,1312,4
348,1,1316,5
349,5,1321,1
350,1,1322,1
351,11,1323,2
352,10,1325,2
353,11,1327,32
354,9,1359,1
355,5,1360,1
356,1,1361,1
357,11,1362,3
358,8,1365,2
359,11,1367,4
360,1,1371,4
361,11,1375,1
362,2,1376,1
363,10,1377,2
364,2,1379,12
365,11,1391,3
366,8,1394,3
367,9,1397,1
368,10,1398,3
369,9,1401,4
370,7,1405,2
371,1,1407,1
372,9,1408,1
373,1,1409,2
374,10,1411,2
375,1,1413,1
376,9,1414,9
377,5,1423,2
378,8,1425,2
379,5,1427,6
380,7,1433,1
381,2,1434,3
382,10,1437,5
383,2,1442,1
384,11,1443,6
385,8,1449,3
386,9,1452,1
387,1,1453,6
388,11,1459,23
389,1,1482,2
390,8,1484,1
391,5,1485,5
392,1,1490,2
393,2,1492,1
394,10,1493,2
395,2,1495,2
396,11,1497,23
397,1,1520,3
398,11,1523,2
399,2,1525,5
400,11,1530,9
401,8,1539,1
402,11,1540,4
403,8,1544,2
404,11,1546,4
405,5,1550,2
406,11,1552,3
407,1,1555,1
408,2,1556,2
409,10,1558,2
410,11,1560,17
411,8,1577,3
412,9,1580,3
413,8,1583,1
414,1,1584,5
415,11,1589,5
416,1,1594,3
417,11,1597,4
418,2,1601,2
419,10,1603,2
420,11,1605,11
421,8,1616,1
422,11,1617,4
423,1,1621,1
424,10,1622,2
425,1,1624,2
426,7,1626,1
427,2,1627,2
428,11,1629,4
429,1,1633,7
430,0,1640,1
431,5,1641,1
432,0,1642,2
433,6,1644,1
434,11,1645,1
435,6,1646,1
436,5,1647,1
437,11,1648,2
438,2,1650,3
439,7,1653,3
440,9,1656,9
441,0,1665,3
442,2,1668,2
443,0,1670,2
444,9,1672,3
445,2,1675,2
446,9,1677,5
447,8,1682,4
448,0,1686,2
449,8,1688,1
450,0,1689,1
451,5,1690,2
452,1,1692,3
453,6,1695,1
454,0,1696,1
455,6,1697,1
456,11,1698,6
457,0,1704,3
458,6,1707,2
459,2,1709,1
460,7,1710,1
461,2,1711,8
462,9,1719,6
463,5,1725,3
464,11,1728,4
465,1,1732,1
466,11,1733,2
467,5,1735,2
468,8,1737,1
469,5,1738,4
470,1,1742,4
471,9,1746,3
472,5,1749,2
473,9,1751,1
474,11,1752,30
475,1,1782,3
476,10,1785,4
477,7,1789,6
478,1,1795,8
479,10,1803,2
480,1,1805,3
481,2,1808,1
482,9,1809,13
483,1,1822,2
484,9,1824,12
485,5,1836,4
486,9,1840,4
487,2,1844,3
488,11,1847,5
489,2,1852,20
490,11,1872,4
491,1,1876,2
492,11,1878,5
493,1,1883,12
494,9,1895,2
495,2,1897,1
496,9,1898,7
497,1,1905,1
498,9,1906,13
499,2,1919,3
500,10,1922,5
501,2,1927,2
502,7,1929,2
503,11,1931,19
504,2,1950,3
505,7,1953,1
506,10,1954,3
507,7,1957,1
508,2,1958,1
509,7,1959,2
510,2,1961,1
511,11,1962,12
512,0,1974,1
513,2,1975,2
514,7,1977,1
515,1,1978,4
516,11,1982,1
517,2,1983,1
518,0,1984,1
519,11,1985,7
520,5,1992,2
521,1,1994,2
522,5,1996,2
523,1,1998,1
524,11,1999,2
525,1,2001,9
526,7,2010,1
527,1,2011,4
