,Stats,,,,,,
B-SOiD labels,Percent of time,Mean duration (frames),10th %tile (frames),25th %tile (frames),50th %tile (frames),75th %tile (frames),90th %tile (frames)
0,0.040735521105966045,1.7958579881656804,1.0,1.0,1.0,2.0,3.0
1,0.13230655660693913,3.7445394112060777,1.0,1.0,2.0,5.0,9.0
2,0.15478826924367492,4.410133843212237,1.0,1.0,3.0,6.0,10.0
3,0.0017448493389705388,1.3,1.0,1.0,1.0,1.25,2.0
4,3.355479498020267e-05,1.0,1.0,1.0,1.0,1.0,1.0
5,0.04281591839473861,2.3115942028985508,1.0,1.0,2.0,3.0,5.0
6,0.015066102946111,1.4769736842105263,1.0,1.0,1.0,2.0,3.0
7,0.04489631568351117,2.603112840466926,1.0,1.0,2.0,3.0,5.0
8,0.021911281122072343,1.6163366336633664,1.0,1.0,1.0,2.0,3.0
9,0.2000201328769881,6.493464052287582,1.0,2.0,4.0,7.0,13.0
10,0.1067713576270049,3.7129521586931156,1.0,1.0,2.0,4.0,8.0
11,0.23183007851822027,7.014213197969543,1.0,2.0,4.0,10.0,18.0
12,0.001442856184148715,1.1944444444444444,1.0,1.0,1.0,1.0,2.0
13,0.002751493188376619,2.1578947368421053,1.0,1.0,1.0,2.0,5.0
14,0.00288571236829743,2.15,1.0,1.0,1.0,3.0,4.0
