,Stats,,,,,,
B-SOiD labels,Percent of time,Mean duration (frames),10th %tile (frames),25th %tile (frames),50th %tile (frames),75th %tile (frames),90th %tile (frames)
0,0.03929266492181733,1.900974025974026,1.0,1.0,1.0,2.0,4.0
1,0.201160995906315,3.9388961892247045,1.0,1.0,2.0,5.0,9.0
2,0.1341856251258305,4.554669703872437,1.0,1.0,3.0,6.0,10.0
3,0.003858801422723307,1.9166666666666667,1.0,1.0,1.0,2.0,4.0
4,0.0,,0.0,0.0,0.0,0.0,0.0
5,0.07029729548352459,3.014388489208633,1.0,1.0,2.0,4.0,6.0
6,0.011979061807932354,1.4110671936758894,1.0,1.0,1.0,1.0,2.0
7,0.06066706932420643,3.013333333333333,1.0,1.0,2.0,3.0,6.0
8,0.017851150929467822,1.694267515923567,1.0,1.0,1.0,2.0,3.0
9,0.19173209851687806,8.18624641833811,1.0,2.0,3.0,7.0,14.0
10,0.09724179585262734,3.8081471747700393,1.0,1.0,2.0,5.0,9.0
11,0.16649889269176565,5.9425149700598805,1.0,2.0,4.0,7.0,14.0
12,0.0025837192134756056,1.2419354838709677,1.0,1.0,1.0,1.0,2.0
13,0.001442856184148715,1.5925925925925926,1.0,1.0,1.0,2.0,2.400000000000002
