Type,Features,,,,,,,SVM classifier
Frame@10Hz,Relative snout to forepaws placement,Relative snout to hind paws placement,Inter-forepaw distance,Body length,Body angle,Snout displacement,Tail-base displacement,B-SOiD labels
0,15.219282875278003,38.09996522733721,8.62022818134095,53.534031941245644,-0.8864254678887251,2.8728790283203125,4.0891876220703125,5.0
1,14.401375291418649,35.629903106803866,11.645975510577028,55.00627923963939,6.243452137229163,6.57244873046875,0.169677734375,12.0
2,14.37781432744676,38.13271150966608,11.886745095300194,56.7297271784944,14.878271754568127,8.510650634765625,2.63128662109375,11.0
3,15.734746019395224,43.65076050742786,13.272802406701768,60.20953876904203,13.732386994620805,5.071197509765625,8.360626220703125,11.0
4,14.319606936181113,44.597149414827435,12.744089816154503,61.06226747975336,4.200020261544363,1.140411376953125,3.39312744140625,11.0
5,14.259881008604012,45.453632041609026,12.830009670239356,60.84285303548998,-0.20882164738302708,0.503021240234375,0.733856201171875,1.0
6,15.041450074604224,46.457925922123934,12.697771979981173,62.85801926388325,0.39631858742278303,0.463714599609375,0.017974853515625,5.0
7,15.41816289975274,46.05406814464684,12.12374783938849,62.29656357238546,0.015584731116913608,1.4276123046875,1.41546630859375,5.0
8,15.842872020737332,47.01491416314832,11.88627782379386,62.485060460957584,3.3424443249931124,6.16778564453125,2.55169677734375,11.0
9,15.229336910415888,47.36100531251523,12.03194026317292,63.58365149094402,8.966493159619993,10.24847412109375,0.396881103515625,11.0
10,14.518889690697641,47.0168166368436,11.815720249321345,62.61505869142455,2.052317506300853,5.026397705078125,2.909210205078125,11.0
11,14.698213423316528,45.97985484154468,11.890807459389109,61.71460928767852,-4.582916610329843,1.8284912109375,6.87530517578125,8.0
12,15.5970419381424,47.086152168003366,11.312720701916849,62.23979864036182,-0.46318827657781486,0.0,0.479278564453125,5.0
13,15.858327086126671,47.27662289248789,11.297039623022009,62.1524745615625,-0.25022838855176677,0.28594970703125,0.0016937255859375,5.0
14,16.05525135760888,47.240920050768956,11.265370310516627,62.105381756689326,-0.28234244863144065,0.214447021484375,0.0813751220703125,5.0
15,16.176337372793846,47.14710029235121,11.40433479903172,62.08906921337882,-0.07367408255898145,0.04669189453125,0.0363922119140625,5.0
16,16.483079292170018,47.01164386263276,11.421348411069198,61.92423179166371,-0.607331210714184,0.3841400146484375,0.31036376953125,5.0
17,16.756576414866462,45.48801234067882,12.056425754221477,61.117429419872984,-12.091864969290608,11.286758422851562,1.6676177978515625,9.0
18,16.96080940773968,41.310603829817495,11.411731699750352,59.26780789658763,-15.326319164232698,12.35467529296875,3.04278564453125,9.0
19,16.445357234838543,37.64986103076369,11.965106740329603,56.904693604876734,-15.848070086928008,11.7919921875,0.4392242431640625,9.0
20,16.061586601364166,36.97304870989237,11.909275765509268,54.13533121023842,-22.818913434469742,14.828277587890625,0.0411224365234375,9.0
21,17.170618156834482,39.38529978295499,11.212203913478938,57.57897010310247,-14.775051983518654,10.313018798828125,0.0411224365234375,9.0
22,17.619306548760814,43.50078653630883,11.084628555919942,60.18711639591176,-8.73000334250281,2.929931640625,0.1941375732421875,5.0
23,17.794422014402475,43.73247347551114,11.167165199484597,59.525684767458074,-0.8262837545600292,0.117828369140625,0.124664306640625,5.0
24,16.71340330457531,40.808604597212295,11.769564531644727,55.40309092728873,-4.136694796168745,5.964019775390625,0.7476959228515625,9.0
25,10.789488768845167,34.08800317909886,12.272513989742546,48.40327873400953,-9.51493865749542,8.317596435546875,1.1838531494140625,9.0
26,6.953729084145294,30.55982887899075,11.877823796437909,44.92556139301507,-20.931154807264804,5.631988525390625,0.04718017578125,9.0
27,8.47366759935721,35.70193927480106,11.17604321639309,48.83365607431266,-17.127312104032924,0.7921142578125,3.566741943359375,9.0
28,10.971875745331992,37.927574722772334,11.09969495652409,52.55410421537037,-14.710426912478026,0.25830078125,7.9493408203125,8.0
29,12.369290281266561,40.07316094726932,12.046264790514861,55.34734504857592,-9.534817185122362,0.0,7.282745361328125,8.0
30,12.707284619986591,40.66770571264667,11.829470130044635,56.900842046975654,-7.884931825312045,4.41754150390625,2.774139404296875,9.0
31,12.015468722418557,37.541630437456746,12.041931326768108,54.01623956892438,-16.718564530490525,13.34588623046875,2.846160888671875,9.0
