,Stats,,,,,,
B-SOiD labels,Percent of time,Mean duration (frames),10th %tile (frames),25th %tile (frames),50th %tile (frames),75th %tile (frames),90th %tile (frames)
0,0.08651502843216897,2.5058823529411764,1.0,1.0,2.0,3.0,5.0
1,0.12747089087462768,3.677734375,1.0,1.0,2.0,4.0,8.0
2,0.10739913349580286,4.202649006622517,1.0,1.0,3.0,5.0,9.600000000000023
3,0.0030801516382344975,1.3582089552238805,1.0,1.0,1.0,2.0,2.0
4,0.0,,0.0,0.0,0.0,0.0,0.0
5,0.0685079880855673,2.75,1.0,1.0,2.0,3.0,6.0
6,0.011372867587327376,1.263157894736842,1.0,1.0,1.0,1.0,2.0
7,0.04390062279989169,3.2183622828784118,1.0,1.0,2.0,4.0,7.0
8,0.024776604386677496,1.623059866962306,1.0,1.0,1.0,2.0,3.0
9,0.19215407527755213,6.143939393939394,1.0,2.0,4.0,7.0,13.0
10,0.09575548334687246,3.6932114882506526,1.0,1.0,2.0,4.0,8.0
11,0.22854048199295965,6.70506454816286,1.0,2.0,4.0,8.0,18.0
12,0.002910912537232602,1.2835820895522387,1.0,1.0,1.0,1.0,2.0
13,0.003215542919036014,3.392857142857143,1.0,1.0,2.0,4.0,5.300000000000001
