,Stats,,,,,,
B-SOiD labels,Percent of time,Mean duration (frames),10th %tile (frames),25th %tile (frames),50th %tile (frames),75th %tile (frames),90th %tile (frames)
0,0.08590576766856214,1.7949080622347948,1.0,1.0,1.0,2.0,3.0
1,0.1284186298402383,2.3801756587202005,1.0,1.0,2.0,3.0,5.0
2,0.10628215542919037,2.603648424543947,1.0,1.0,2.0,3.0,5.0
3,0.003181695098835635,1.119047619047619,1.0,1.0,1.0,1.0,1.0
4,0.0,,0.0,0.0,0.0,0.0,0.0
5,0.06830490116436501,1.7609075043630018,1.0,1.0,1.0,2.0,3.800000000000068
6,0.011846737070132684,1.0869565217391304,1.0,1.0,1.0,1.0,1.0
7,0.044002166260492824,2.07667731629393,1.0,1.0,1.0,2.0,4.0
8,0.024573517465475224,1.2019867549668874,1.0,1.0,1.0,1.0,2.0
9,0.19198483617655024,3.612738853503185,1.0,1.0,2.0,4.0,7.0
10,0.09606011372867587,2.2559618441971385,1.0,1.0,1.0,3.0,5.0
11,0.22854048199295965,3.862700228832952,1.0,1.0,2.0,5.0,10.0
12,0.003113999458434877,1.0454545454545454,1.0,1.0,1.0,1.0,1.0
13,0.003249390739236393,2.526315789473684,1.0,1.0,2.0,2.5,5.0
